region1;region2;value;year
"Iberian Peninsula";"Iberian Peninsula";4.9648839017;320
"Iberian Peninsula";"Iberian Peninsula";4.9648839017;321
"Iberian Peninsula";"Iberian Peninsula";4.9648839017;322
"Iberian Peninsula";"Iberian Peninsula";4.9648839017;323
"Iberian Peninsula";"Iberian Peninsula";5.214883902;324
"Iberian Peninsula";"Iberian Peninsula";5.248217235;325
"Iberian Peninsula";"Iberian Peninsula";5.248217235;326
"Iberian Peninsula";"Iberian Peninsula";6.248217235;327
"Iberian Peninsula";"Iberian Peninsula";6.248217235;328
"Iberian Peninsula";"Iberian Peninsula";4.998217235;329
"Iberian Peninsula";"Iberian Peninsula";6.048217235;330
"Iberian Peninsula";"Iberian Peninsula";5.048217235;331
"Iberian Peninsula";"Iberian Peninsula";5.048217235;332
"Iberian Peninsula";"Iberian Peninsula";5.548217235;333
"Iberian Peninsula";"Iberian Peninsula";5.548217235;334
"Iberian Peninsula";"Iberian Peninsula";5.614883902;335
"Iberian Peninsula";"Iberian Peninsula";5.114883902;336
"Iberian Peninsula";"Iberian Peninsula";26.8673767791453;337
"Iberian Peninsula";"Iberian Peninsula";22.853377996;338
"Iberian Peninsula";"Iberian Peninsula";22.853377996;339
"Iberian Peninsula";"Iberian Peninsula";22.853377996;340
"Iberian Peninsula";"Iberian Peninsula";15.15729957;341
"Iberian Peninsula";"Iberian Peninsula";15.15729957;342
"Iberian Peninsula";"Iberian Peninsula";15.15729957;343
"Iberian Peninsula";"Iberian Peninsula";15.15729957;344
"Iberian Peninsula";"Iberian Peninsula";15.15729957;345
"Iberian Peninsula";"Iberian Peninsula";15.15729957;346
"Iberian Peninsula";"Iberian Peninsula";15.15729957;347
"Iberian Peninsula";"Iberian Peninsula";15.23422264;348
"Iberian Peninsula";"Iberian Peninsula";15.23422264;349
"Iberian Peninsula";"Iberian Peninsula";26.960889309;350
"Iberian Peninsula";"Iberian Peninsula";21.7676147261;351
"Iberian Peninsula";"Iberian Peninsula";21.7676147261;352
"Iberian Peninsula";"Iberian Peninsula";21.7676147261;353
"Iberian Peninsula";"Iberian Peninsula";11.1009480594;354
"Iberian Peninsula";"Iberian Peninsula";11.1453925039;355
"Iberian Peninsula";"Iberian Peninsula";11.1453925039;356
"Iberian Peninsula";"Iberian Peninsula";11.1453925039;357
"Iberian Peninsula";"Iberian Peninsula";11.1453925039;358
"Iberian Peninsula";"Iberian Peninsula";11.1453925039;359
"Iberian Peninsula";"Iberian Peninsula";11.4787258372;360
"Iberian Peninsula";"Iberian Peninsula";14.4787258372;361
"Iberian Peninsula";"Iberian Peninsula";7.120742154;362
"Iberian Peninsula";"Iberian Peninsula";8.454075488;363
"Iberian Peninsula";"Iberian Peninsula";12.841919283899;364
"Iberian Peninsula";"Iberian Peninsula";8.9670789263;365
"Iberian Peninsula";"Iberian Peninsula";8.9670789263;366
"Iberian Peninsula";"Iberian Peninsula";12.77018043006;367
"Iberian Peninsula";"Iberian Peninsula";12.77018043006;368
"Iberian Peninsula";"Iberian Peninsula";12.77018043006;369
"Iberian Peninsula";"Iberian Peninsula";12.77018043006;370
"Iberian Peninsula";"Iberian Peninsula";12.77018043006;371
"Iberian Peninsula";"Iberian Peninsula";12.77018043006;372
"Iberian Peninsula";"Iberian Peninsula";12.77018043006;373
"Iberian Peninsula";"Iberian Peninsula";12.77018043006;374
"Iberian Peninsula";"Iberian Peninsula";15.862337292804;375
"Iberian Peninsula";"Iberian Peninsula";12.4370342625;376
"Iberian Peninsula";"Iberian Peninsula";12.4370342625;377
"Iberian Peninsula";"Iberian Peninsula";12.4370342625;378
"Iberian Peninsula";"Iberian Peninsula";18.46979706186814;379
"Iberian Peninsula";"Iberian Peninsula";18.46979706186814;380
"Iberian Peninsula";"Iberian Peninsula";18.46979706186814;381
"Iberian Peninsula";"Iberian Peninsula";18.46979706186814;382
"Iberian Peninsula";"Iberian Peninsula";26.26979706186814;383
"Iberian Peninsula";"Iberian Peninsula";20.680981272394459;384
"Iberian Peninsula";"Iberian Peninsula";20.680981272394459;385
"Iberian Peninsula";"Iberian Peninsula";20.680981272394459;386
"Iberian Peninsula";"Iberian Peninsula";20.680981272394459;387
"Iberian Peninsula";"Iberian Peninsula";20.880981272394459;388
"Iberian Peninsula";"Iberian Peninsula";13.033362224775412;389
"Iberian Peninsula";"Iberian Peninsula";13.033362224775412;390
"Iberian Peninsula";"Iberian Peninsula";13.033362224775412;391
"Iberian Peninsula";"Iberian Peninsula";14.366695558108745;392
"Iberian Peninsula";"Iberian Peninsula";11.16501488583984;393
"Iberian Peninsula";"Iberian Peninsula";10.96501488583984;394
"Iberian Peninsula";"Iberian Peninsula";12.414515385340337;395
"Iberian Peninsula";"Iberian Peninsula";3.393682052007;396
"Iberian Peninsula";"Iberian Peninsula";3.393682052007;397
"Iberian Peninsula";"Iberian Peninsula";3.393682052007;398
"Iberian Peninsula";"Iberian Peninsula";3.393682052007;399
"Iberian Peninsula";"Iberian Peninsula";3.413682052007;400
"Iberian Peninsula";"Iberian Peninsula";3.1717546143653;401
"Iberian Peninsula";"Iberian Peninsula";3.19258794769861;402
"Iberian Peninsula";"Iberian Peninsula";3.19258794769861;403
"Iberian Peninsula";"Iberian Peninsula";3.19258794769861;404
"Iberian Peninsula";"Iberian Peninsula";3.19258794769861;405
"Iberian Peninsula";"Iberian Peninsula";3.1662721582249;406
"Iberian Peninsula";"Iberian Peninsula";3.1662721582249;407
"Iberian Peninsula";"Iberian Peninsula";3.1662721582249;408
"Iberian Peninsula";"Iberian Peninsula";3.0243623439;409
"Iberian Peninsula";"Iberian Peninsula";4.0243623439;410
"Iberian Peninsula";"Iberian Peninsula";4.0243623439;411
"Iberian Peninsula";"Iberian Peninsula";2.5243623439;412
"Iberian Peninsula";"Iberian Peninsula";2.5243623439;413
"Iberian Peninsula";"Iberian Peninsula";2.5243623439;414
"Iberian Peninsula";"Iberian Peninsula";2.5243623439;415
"Iberian Peninsula";"Iberian Peninsula";2.5243623439;416
"Iberian Peninsula";"Iberian Peninsula";2.5243623439;417
"Iberian Peninsula";"Iberian Peninsula";2.5243623439;418
"Iberian Peninsula";"Iberian Peninsula";2.5243623439;419
"Iberian Peninsula";"Iberian Peninsula";2.5243623439;420
"Iberian Peninsula";"Iberian Peninsula";2.5243623439;421
"Iberian Peninsula";"Iberian Peninsula";2.5243623439;422
"Iberian Peninsula";"Iberian Peninsula";2.5243623439;423
"Iberian Peninsula";"Iberian Peninsula";0.60511223917;424
"Iberian Peninsula";"Iberian Peninsula";0.618445573;425
"Iberian Peninsula";"Iberian Peninsula";0.5984455725;426
"Iberian Peninsula";"Iberian Peninsula";0.5984455725;427
"Iberian Peninsula";"Iberian Peninsula";0.5984455725;428
"Iberian Peninsula";"Iberian Peninsula";0.5984455725;429
"Iberian Peninsula";"Iberian Peninsula";0.5984455725;430
"Iberian Peninsula";"Iberian Peninsula";0.5984455725;431
"Iberian Peninsula";"Iberian Peninsula";0.5984455725;432
"Iberian Peninsula";"Iberian Peninsula";0.5984455725;433
"Iberian Peninsula";"Iberian Peninsula";0.5984455725;434
"Iberian Peninsula";"Iberian Peninsula";0.5984455725;435
"Iberian Peninsula";"Iberian Peninsula";0.5984455725;436
"Iberian Peninsula";"Iberian Peninsula";0.5984455725;437
"Iberian Peninsula";"Iberian Peninsula";0.5984455725;438
"Iberian Peninsula";"Iberian Peninsula";0.5984455725;439
"Iberian Peninsula";"Iberian Peninsula";0.5984455725;440
"Iberian Peninsula";"Iberian Peninsula";0.5984455725;441
"Iberian Peninsula";"Iberian Peninsula";0.5984455725;442
"Iberian Peninsula";"Iberian Peninsula";0.5984455725;443
"Iberian Peninsula";"Iberian Peninsula";0.5984455725;444
"Iberian Peninsula";"Iberian Peninsula";0.5984455725;445
"Iberian Peninsula";"Iberian Peninsula";0.5984455725;446
"Iberian Peninsula";"Iberian Peninsula";0.5984455725;447
"Iberian Peninsula";"Iberian Peninsula";0.5984455725;448
"Iberian Peninsula";"Iberian Peninsula";0.5984455725;449
"Iberian Peninsula";"Iberian Peninsula";0.5984455725;450
"Iberian Peninsula";"Iberian Peninsula";0.077849;451
"Iberian Peninsula";"Iberian Peninsula";0.077849;452
"Iberian Peninsula";"Iberian Peninsula";0.077849;453
"Iberian Peninsula";"Iberian Peninsula";0.077849;454
"Iberian Peninsula";"Iberian Peninsula";0.077849;455
"Iberian Peninsula";"Iberian Peninsula";0.013333;456
"Iberian Peninsula";"Iberian Peninsula";0.013333;457
"Iberian Peninsula";"Iberian Peninsula";0.013333;458
"Iberian Peninsula";"Iberian Peninsula";0.013333;459
"Iberian Peninsula";"Iberian Peninsula";0.013333;460
"Iberian Peninsula";"Iberian Peninsula";0.013333;461
"Iberian Peninsula";"Iberian Peninsula";0.013333;462
"Iberian Peninsula";"Iberian Peninsula";0.013333;463
"Iberian Peninsula";"Iberian Peninsula";0.013333;464
"Iberian Peninsula";"Iberian Peninsula";0.013333;465
"Iberian Peninsula";"Iberian Peninsula";0.013333;466
"Iberian Peninsula";"Iberian Peninsula";0.013333;467
"Iberian Peninsula";"Iberian Peninsula";0.013333;468
"Iberian Peninsula";"Iberian Peninsula";0.013333;469
"Iberian Peninsula";"Iberian Peninsula";0.013333;470
"Iberian Peninsula";"Iberian Peninsula";0.013333;471
"Iberian Peninsula";"Iberian Peninsula";0.013333;472
"Iberian Peninsula";"Iberian Peninsula";0.013333;473
"Iberian Peninsula";"Iberian Peninsula";0.013333;474
"Iberian Peninsula";"Iberian Peninsula";0.013333;475
"Iberian Peninsula";"Iberian Peninsula";0.013333;476
"Iberian Peninsula";"Iberian Peninsula";0.013333;477
"Iberian Peninsula";"Iberian Peninsula";0.013333;478
"Iberian Peninsula";"Iberian Peninsula";0.013333;479
"Iberian Peninsula";"Iberian Peninsula";0.013333;480
"Iberian Peninsula";"Iberian Peninsula";0.013333;481
"Iberian Peninsula";"Iberian Peninsula";0.013333;482
"Iberian Peninsula";"Iberian Peninsula";0.013333;483
"Iberian Peninsula";"Iberian Peninsula";0.013333;484
"Iberian Peninsula";"Iberian Peninsula";0.013333;485
"Iberian Peninsula";"Iberian Peninsula";0.013333;486
"Iberian Peninsula";"Iberian Peninsula";0.013333;487
"Iberian Peninsula";"Iberian Peninsula";0.013333;488
"Iberian Peninsula";"Iberian Peninsula";0.013333;489
"Iberian Peninsula";"Iberian Peninsula";0.013333;490
"Iberian Peninsula";"Iberian Peninsula";0.087407;491
"Iberian Peninsula";"Iberian Peninsula";0.087407;492
"Iberian Peninsula";"Iberian Peninsula";0.087407;493
"Iberian Peninsula";"Iberian Peninsula";0.087407;494
"Iberian Peninsula";"Iberian Peninsula";0.087407;495
"Iberian Peninsula";"Iberian Peninsula";0.087407;496
"Iberian Peninsula";"Iberian Peninsula";0.087407;497
"Iberian Peninsula";"Iberian Peninsula";0.087407;498
"Iberian Peninsula";"Iberian Peninsula";0.087407;499
"Iberian Peninsula";"Iberian Peninsula";0.1103944;500
"Iberian Peninsula";"Iberian Peninsula";0.0970611;501
"Iberian Peninsula";"Iberian Peninsula";0.0970611;502
"Iberian Peninsula";"Iberian Peninsula";0.0970611;503
"Iberian Peninsula";"Iberian Peninsula";0.0970611;504
"Iberian Peninsula";"Iberian Peninsula";0.0970611;505
"Iberian Peninsula";"Iberian Peninsula";0.0970611;506
"Iberian Peninsula";"Iberian Peninsula";0.0970611;507
"Iberian Peninsula";"Iberian Peninsula";0.0970611;508
"Iberian Peninsula";"Iberian Peninsula";0.0970611;509
"Iberian Peninsula";"Iberian Peninsula";0.0970611;510
"Iberian Peninsula";"Iberian Peninsula";0.0970611;511
"Iberian Peninsula";"Iberian Peninsula";0.0970611;512
"Iberian Peninsula";"Iberian Peninsula";0.0970611;513
"Iberian Peninsula";"Iberian Peninsula";0.0970611;514
"Iberian Peninsula";"Iberian Peninsula";0.0970611;515
"Iberian Peninsula";"Iberian Peninsula";0.0970611;516
"Iberian Peninsula";"Iberian Peninsula";0.0970611;517
"Iberian Peninsula";"Iberian Peninsula";0.3192833;518
"Iberian Peninsula";"Iberian Peninsula";0.245209;519
"Iberian Peninsula";"Iberian Peninsula";0.245209;520
"Iberian Peninsula";"Iberian Peninsula";0.245209;521
"Iberian Peninsula";"Iberian Peninsula";0.245209;522
"Iberian Peninsula";"Iberian Peninsula";0.245209;523
"Iberian Peninsula";"Iberian Peninsula";0.245209;524
"Iberian Peninsula";"Iberian Peninsula";0.245209;525
"Iberian Peninsula";"Iberian Peninsula";0.245209;526
"Iberian Peninsula";"Iberian Peninsula";0.3570565;527
"Iberian Peninsula";"Iberian Peninsula";0.13483428;528
"Iberian Peninsula";"Iberian Peninsula";0.13483428;529
"Iberian Peninsula";"Iberian Peninsula";0.13483428;530
"Iberian Peninsula";"Iberian Peninsula";0.190389834;531
"Iberian Peninsula";"Iberian Peninsula";0.190389834;532
"Iberian Peninsula";"Iberian Peninsula";0.190389834;533
"Iberian Peninsula";"Iberian Peninsula";0.190389834;534
"Iberian Peninsula";"Iberian Peninsula";0.190389834;535
"Iberian Peninsula";"Iberian Peninsula";0.190389834;536
"Iberian Peninsula";"Iberian Peninsula";0.190389834;537
"Iberian Peninsula";"Iberian Peninsula";0.190389834;538
"Iberian Peninsula";"Iberian Peninsula";0.190389834;539
"Iberian Peninsula";"Iberian Peninsula";0.190389834;540
"Iberian Peninsula";"Iberian Peninsula";0.190389834;541
"Iberian Peninsula";"Iberian Peninsula";0.190389834;542
"Iberian Peninsula";"Iberian Peninsula";0.190389834;543
"Iberian Peninsula";"Iberian Peninsula";0.190389834;544
"Iberian Peninsula";"Iberian Peninsula";0.190389834;545
"Iberian Peninsula";"Iberian Peninsula";0.190389834;546
"Iberian Peninsula";"Iberian Peninsula";0.190389834;547
"Iberian Peninsula";"Iberian Peninsula";0.190389834;548
"Iberian Peninsula";"Iberian Peninsula";0.190389834;549
"Iberian Peninsula";"Iberian Peninsula";0.17054856;550
"Iberian Peninsula";"Iberian Peninsula";0.17054856;551
"Iberian Peninsula";"Iberian Peninsula";0.17054856;552
"Iberian Peninsula";"Iberian Peninsula";0.17054856;553
"Iberian Peninsula";"Iberian Peninsula";0.17054856;554
"Iberian Peninsula";"Iberian Peninsula";0.17054856;555
"Iberian Peninsula";"Iberian Peninsula";0.17054856;556
"Iberian Peninsula";"Iberian Peninsula";0.17054856;557
"Iberian Peninsula";"Iberian Peninsula";0.17054856;558
"Iberian Peninsula";"Iberian Peninsula";0.17054856;559
"Iberian Peninsula";"Iberian Peninsula";0.17054856;560
"Iberian Peninsula";"Iberian Peninsula";0.17054856;561
"Iberian Peninsula";"Iberian Peninsula";0.17054856;562
"Iberian Peninsula";"Iberian Peninsula";0.17054856;563
"Iberian Peninsula";"Iberian Peninsula";0.17054856;564
"Iberian Peninsula";"Iberian Peninsula";0.324394718;565
"Iberian Peninsula";"Iberian Peninsula";0.27176314;566
"Iberian Peninsula";"Iberian Peninsula";0.27176314;567
"Iberian Peninsula";"Iberian Peninsula";0.27176314;568
"Iberian Peninsula";"Iberian Peninsula";4.8011749;569
"Iberian Peninsula";"Iberian Peninsula";0.8011749;570
"Iberian Peninsula";"Iberian Peninsula";0.8011749;571
"Iberian Peninsula";"Iberian Peninsula";1.0011749;572
"Iberian Peninsula";"Iberian Peninsula";1.0011749;573
"Iberian Peninsula";"Iberian Peninsula";1.0011749;574
"Iberian Peninsula";"Iberian Peninsula";1.5011749;575
"Iberian Peninsula";"Iberian Peninsula";1.5011749;576
"Iberian Peninsula";"Iberian Peninsula";1.5011749;577
"Iberian Peninsula";"Iberian Peninsula";0.9681879;578
"Iberian Peninsula";"Iberian Peninsula";0.739412;579
"Iberian Peninsula";"Iberian Peninsula";0.739412;580
"Iberian Peninsula";"Iberian Peninsula";0.739412;581
"Iberian Peninsula";"Iberian Peninsula";0.789412;582
"Iberian Peninsula";"Iberian Peninsula";0.589412;583
"Iberian Peninsula";"Iberian Peninsula";0.589412;584
"Iberian Peninsula";"Iberian Peninsula";0.589412;585
"Iberian Peninsula";"Iberian Peninsula";2.676078;586
"Iberian Peninsula";"Iberian Peninsula";2.146667;587
"Iberian Peninsula";"Iberian Peninsula";2.146667;588
"Iberian Peninsula";"Iberian Peninsula";2.146667;589
"Iberian Peninsula";"Iberian Peninsula";2.146667;590
"Iberian Peninsula";"Iberian Peninsula";2.146667;591
"Iberian Peninsula";"Iberian Peninsula";2.146667;592
"Iberian Peninsula";"Iberian Peninsula";2.146667;593
"Iberian Peninsula";"Iberian Peninsula";2.146667;594
"Iberian Peninsula";"Iberian Peninsula";2.146667;595
"Iberian Peninsula";"Iberian Peninsula";2.146667;596
"Iberian Peninsula";"Iberian Peninsula";2.146667;597
"Iberian Peninsula";"Iberian Peninsula";2.146667;598
"Iberian Peninsula";"Iberian Peninsula";2.146667;599
"Iberian Peninsula";"Iberian Peninsula";2.146667;600
"Iberian Peninsula";"Iberian Peninsula";4.136667;601
"Iberian Peninsula";"Iberian Peninsula";2.07;602
"Iberian Peninsula";"Iberian Peninsula";4.52;603
"Iberian Peninsula";"Iberian Peninsula";2.52;604
"Iberian Peninsula";"Iberian Peninsula";2.52;605
"Iberian Peninsula";"Iberian Peninsula";2.52;606
"Iberian Peninsula";"Iberian Peninsula";2.52;607
"Iberian Peninsula";"Iberian Peninsula";2.52;608
"Iberian Peninsula";"Iberian Peninsula";2.52;609
"Iberian Peninsula";"Iberian Peninsula";3.02;610
"Iberian Peninsula";"Iberian Peninsula";2.02;611
"Iberian Peninsula";"Iberian Peninsula";5.02;612
"Iberian Peninsula";"Iberian Peninsula";3.02;613
"Iberian Peninsula";"Iberian Peninsula";3.02;614
"Iberian Peninsula";"Iberian Peninsula";3.02;615
"Iberian Peninsula";"Iberian Peninsula";3.02;616
"Iberian Peninsula";"Iberian Peninsula";3.02;617
"Iberian Peninsula";"Iberian Peninsula";3.02;618
"Iberian Peninsula";"Iberian Peninsula";3.02;619
"Iberian Peninsula";"Iberian Peninsula";3.02;620
"Iberian Peninsula";"Iberian Peninsula";8.82;621
"Iberian Peninsula";"Iberian Peninsula";5.82;622
"Iberian Peninsula";"Iberian Peninsula";5.82;623
"Iberian Peninsula";"Iberian Peninsula";5.82;624
"Iberian Peninsula";"Iberian Peninsula";5.82;625
"Iberian Peninsula";"Iberian Peninsula";5.82;626
"Iberian Peninsula";"Iberian Peninsula";5.82;627
"Iberian Peninsula";"Iberian Peninsula";5.82;628
"Iberian Peninsula";"Iberian Peninsula";5.82;629
"Iberian Peninsula";"Iberian Peninsula";5.82;630
"Iberian Peninsula";"Iberian Peninsula";13.02;631
"Iberian Peninsula";"Iberian Peninsula";7.22;632
"Iberian Peninsula";"Iberian Peninsula";7.22;633
"Iberian Peninsula";"Iberian Peninsula";6.22;634
"Iberian Peninsula";"Iberian Peninsula";6.22;635
"Iberian Peninsula";"Iberian Peninsula";14.553333;636
"Iberian Peninsula";"Iberian Peninsula";8.333333;637
"Iberian Peninsula";"Iberian Peninsula";8.333333;638
"Iberian Peninsula";"Iberian Peninsula";12.333333;639
"Iberian Peninsula";"Iberian Peninsula";4;640
"Iberian Peninsula";"Iberian Peninsula";4;641
"Iberian Peninsula";"Iberian Peninsula";9.454545;642
"Iberian Peninsula";"Iberian Peninsula";3.454545;643
"Iberian Peninsula";"Iberian Peninsula";3.454545;644
"Iberian Peninsula";"Iberian Peninsula";3.454545;645
"Iberian Peninsula";"Iberian Peninsula";3.454545;646
"Iberian Peninsula";"Iberian Peninsula";3.454545;647
"Iberian Peninsula";"Iberian Peninsula";3.454545;648
"Iberian Peninsula";"Iberian Peninsula";3.671937;649
"Iberian Peninsula";"Iberian Peninsula";3.671937;650
"Iberian Peninsula";"Iberian Peninsula";3.671937;651
"Iberian Peninsula";"Iberian Peninsula";3.671937;652
"Iberian Peninsula";"Iberian Peninsula";3.671937;653
"Iberian Peninsula";"Iberian Peninsula";0.217391;654
"Iberian Peninsula";"Iberian Peninsula";0.217391;655
"Iberian Peninsula";"Iberian Peninsula";0.217391;656
"Iberian Peninsula";"Iberian Peninsula";0.217391;657
"Iberian Peninsula";"Iberian Peninsula";0.217391;658
"Iberian Peninsula";"Iberian Peninsula";0.217391;659
"Iberian Peninsula";"Iberian Peninsula";0.217391;660
"Iberian Peninsula";"Iberian Peninsula";0.217391;661
"Iberian Peninsula";"Iberian Peninsula";0.217391;662
"Iberian Peninsula";"Iberian Peninsula";0.217391;663
"Iberian Peninsula";"Iberian Peninsula";0.217391;664
"Iberian Peninsula";"Iberian Peninsula";0.217391;665
"Iberian Peninsula";"Iberian Peninsula";0.217391;666
"Iberian Peninsula";"Iberian Peninsula";0.217391;667
"Iberian Peninsula";"Iberian Peninsula";0.217391;668
"Iberian Peninsula";"Iberian Peninsula";0.217391;669
"Iberian Peninsula";"Iberian Peninsula";0.217391;670
"Iberian Peninsula";"Iberian Peninsula";0.217391;671
"Iberian Peninsula";"Iberian Peninsula";0.592391;672
"Iberian Peninsula";"Iberian Peninsula";0.375;673
"Iberian Peninsula";"Iberian Peninsula";0.375;674
"Iberian Peninsula";"Iberian Peninsula";0.375;675
"Iberian Peninsula";"Iberian Peninsula";0.375;676
"Iberian Peninsula";"Iberian Peninsula";0.375;677
"Iberian Peninsula";"Iberian Peninsula";0.375;678
"Iberian Peninsula";"Iberian Peninsula";0.375;679
"Iberian Peninsula";"Iberian Peninsula";2.375;680
"Iberian Peninsula";"Iberian Peninsula";2;681
"Iberian Peninsula";"Iberian Peninsula";2;682
"Iberian Peninsula";"Iberian Peninsula";2;683
"Iberian Peninsula";"Iberian Peninsula";2;684
"Iberian Peninsula";"Iberian Peninsula";2;685
"Iberian Peninsula";"Iberian Peninsula";2;686
"Iberian Peninsula";"Iberian Peninsula";3.333333;687
"Iberian Peninsula";"Iberian Peninsula";1.333333;688
"Iberian Peninsula";"Iberian Peninsula";1.333333;689
"Iberian Peninsula";"Iberian Peninsula";1.333333;690
"Iberian Peninsula";"Iberian Peninsula";1.333333;691
"Iberian Peninsula";"Iberian Peninsula";1.333333;692
"Iberian Peninsula";"Iberian Peninsula";1.333333;693
"Iberian Peninsula";"Iberian Peninsula";1.333333;694
"Iberian Peninsula";"Iberian Peninsula";7.904762;695
"Iberian Peninsula";"Iberian Peninsula";4.904762;696
"Iberian Peninsula";"Iberian Peninsula";4.904762;697
"Iberian Peninsula";"Iberian Peninsula";7.779208;698
"Iberian Peninsula";"Iberian Peninsula";8.779208;699
"Iberian Peninsula";"Iberian Peninsula";7.779208;700
"Iberian Peninsula";"Iberian Peninsula";6.779208;701
"Iberian Peninsula";"Iberian Peninsula";7.779208;702
"Iberian Peninsula";"Iberian Peninsula";1.874446;703
"Iberian Peninsula";"Iberian Peninsula";2.999446;704
"Iberian Peninsula";"Iberian Peninsula";3.021669;705
"Iberian Peninsula";"Iberian Peninsula";2.021669;706
"Iberian Peninsula";"Iberian Peninsula";2.021669;707
"Iberian Peninsula";"Iberian Peninsula";2.021669;708
"Iberian Peninsula";"Iberian Peninsula";5.021669;709
"Iberian Peninsula";"Iberian Peninsula";3.021669;710
"Iberian Peninsula";"Iberian Peninsula";3.2300018;711
"Iberian Peninsula";"Iberian Peninsula";1.2300018;712
"Iberian Peninsula";"Iberian Peninsula";3.105002;713
"Iberian Peninsula";"Iberian Peninsula";2.105002;714
"Iberian Peninsula";"Iberian Peninsula";1.438335;715
"Iberian Peninsula";"Iberian Peninsula";1.6133352;716
"Iberian Peninsula";"Iberian Peninsula";0.6133352;717
"Iberian Peninsula";"Iberian Peninsula";1.67215871;718
"Iberian Peninsula";"Iberian Peninsula";1.67215871;719
"Iberian Peninsula";"Iberian Peninsula";1.5096587;720
"Iberian Peninsula";"Iberian Peninsula";1.571211739;721
"Iberian Peninsula";"Iberian Peninsula";1.571211739;722
"Iberian Peninsula";"Iberian Peninsula";1.571211739;723
"Iberian Peninsula";"Iberian Peninsula";4.571211739;724
"Iberian Peninsula";"Iberian Peninsula";0.571211739;725
"Iberian Peninsula";"Iberian Peninsula";1.371211739;726
"Iberian Peninsula";"Iberian Peninsula";0.371211739;727
"Iberian Peninsula";"Iberian Peninsula";3.371211739;728
"Iberian Peninsula";"Iberian Peninsula";3.371211739;729
"Iberian Peninsula";"Iberian Peninsula";1.371211739;730
"Iberian Peninsula";"Iberian Peninsula";2.371211739;731
"Iberian Peninsula";"Iberian Peninsula";6.371211739;732
"Iberian Peninsula";"Iberian Peninsula";4.371211739;733
"Iberian Peninsula";"Iberian Peninsula";3.371211739;734
"Iberian Peninsula";"Iberian Peninsula";3.371211739;735
"Iberian Peninsula";"Iberian Peninsula";3.31238821;736
"Iberian Peninsula";"Iberian Peninsula";0.31238821;737
"Iberian Peninsula";"Iberian Peninsula";1.31238821;738
"Iberian Peninsula";"Iberian Peninsula";1.31238821;739
"Iberian Peninsula";"Iberian Peninsula";2.31238821;740
"Iberian Peninsula";"Iberian Peninsula";0.31238821;741
"Iberian Peninsula";"Iberian Peninsula";2.2891324;742
"Iberian Peninsula";"Iberian Peninsula";1.2891324;743
"Iberian Peninsula";"Iberian Peninsula";0.2891324;744
"Iberian Peninsula";"Iberian Peninsula";1.2891324;745
"Iberian Peninsula";"Iberian Peninsula";0.2891324;746
"Iberian Peninsula";"Iberian Peninsula";2.2891324;747
"Iberian Peninsula";"Iberian Peninsula";0.2891324;748
"Iberian Peninsula";"Iberian Peninsula";1.2891324;749
"Iberian Peninsula";"Iberian Peninsula";1.2891324;750
"Iberian Peninsula";"Iberian Peninsula";0.26691;751
"Iberian Peninsula";"Iberian Peninsula";0.26691;752
"Iberian Peninsula";"Iberian Peninsula";2.26691;753
