hoard;mint;year
"SANTA VITÓRIA DO AMEIXIAL (CHRE-17850)";Unknown;321
"SANTA VITÓRIA DO AMEIXIAL (CHRE-17850)";Unknown;350
"SANTA VITÓRIA DO AMEIXIAL (CHRE-17850)";Unknown;351
"SANTA VITÓRIA DO AMEIXIAL (CHRE-17850)";Unknown;351
"SANTA VITÓRIA DO AMEIXIAL (CHRE-17850)";Unknown;350
"SANTA VITÓRIA DO AMEIXIAL (CHRE-17850)";Unknown;373
"SANTA VITÓRIA DO AMEIXIAL (CHRE-17850)";Unknown;373
"SANTA VITÓRIA DO AMEIXIAL (CHRE-17850)";Unknown;414
"SANTA VITÓRIA DO AMEIXIAL (CHRE-17850)";Unknown;414
"ALCARACEJOS (CHRE-17780)";Unknown;369
"ALCARACEJOS (CHRE-17780)";Unknown;387
"ALCARACEJOS (CHRE-17780)";Unknown;387
"ALCARACEJOS (CHRE-17780)";Unknown;385
"ALCARACEJOS (CHRE-17780)";Unknown;375
"ALCARACEJOS (CHRE-17780)";Unknown;371
"ALCARACEJOS (CHRE-17780)";Unknown;351
"ALCARACEJOS (CHRE-17780)";Unknown;349
"ALCARACEJOS (CHRE-17780)";Unknown;321
"ALHAURÍN EL GRANDE (CHRE-17974)";Unknown;401
"AUGUSTA EMERITA 1876 (CHRE-18044)";Unknown;409
"CALAHORRA 1900-1990 (CHRE-17790)";Unknown;350
"CALAHORRA 1900-1990 (CHRE-17790)";Unknown;409
"CALAHORRA 1900-1990 (CHRE-17790)";Unknown;371
"CALAHORRA 1900-1990 (CHRE-17790)";Unknown;369
"CALAHORRA 1900-1990 (CHRE-17790)";Unknown;350
"CALAHORRA 1900-1990 (CHRE-17790)";Unknown;351
"CALAHORRA 1900-1990 (CHRE-17790)";Unknown;349
"CASTRO DE LA MAGDALENA (CHRE-17685)";Unknown;349
"CASTRO DE LA MAGDALENA (CHRE-17685)";Unknown;321
"CASTRO DE LA MAGDALENA (CHRE-17685)";Unknown;351
"CERRO BURGOS (CHRE-17808)";Unknown;375
"CERRO BURGOS (CHRE-17808)";Unknown;385
"CERRO BURGOS (CHRE-17808)";Unknown;387
"CERRO BURGOS (CHRE-17808)";Unknown;387
"CERRO BURGOS (CHRE-17808)";Unknown;349
"CERRO BURGOS (CHRE-17808)";Unknown;349
"CORTIJO BAJO (CHRE-17818)";Unknown;409
"CORTIJO DE LA PANGÍA (CHRE-17820)";Unknown;387
"CORTIJO DE LA PANGÍA (CHRE-17820)";Unknown;387
"CORTIJO DE LA PANGÍA (CHRE-17820)";Unknown;387
"CORTIJO DE LA PANGÍA (CHRE-17820)";Unknown;369
"CORTIJO DE LA PANGÍA (CHRE-17820)";Unknown;349
"CORTIJO DE LA PANGÍA (CHRE-17820)";Unknown;349
"CORTIJO DE LA PANGÍA (CHRE-17820)";Unknown;385
"CORTIJO DE LA PANGÍA (CHRE-17820)";Unknown;383
"CORTIJO DE LA PANGÍA (CHRE-17820)";Unknown;375
"EL CASTILLO (CHRE-17826)";Unknown;375
"EL CASTILLO (CHRE-17826)";Unknown;383
"EL CASTILLO (CHRE-17826)";Unknown;387
"EL CASTILLO (CHRE-17826)";Unknown;387
"HINOJOSA DEL DUQUE (CHRE-17771)";Unknown;375
"HINOJOSA DEL DUQUE (CHRE-17771)";Unknown;349
"ITÁLICA 20TH C. 1 (CHRE-17755)";Unknown;343
"ITÁLICA 20TH C. 1 (CHRE-17755)";Unknown;349
"ITÁLICA 20TH C. 1 (CHRE-17755)";Unknown;350
"ITÁLICA 20TH C. 1 (CHRE-17755)";Unknown;375
"ITÁLICA 20TH C. 1 (CHRE-17755)";Unknown;383
"ITÁLICA 20TH C. 2 (CHRE-17772)";Unknown;321
"ITÁLICA 20TH C. 2 (CHRE-17772)";Unknown;371
"LA ALCUNDIA 1879 2 (CHRE-18006)";Unknown;414
"LA LOMA DE CUÉLLAR (CHRE-17686)";Unknown;349
"LA LOMA DE CUÉLLAR (CHRE-17686)";Unknown;351
"LANTEJUELA (CHRE-17835)";Unknown;343
"LANTEJUELA (CHRE-17835)";Unknown;371
"LANTEJUELA (CHRE-17835)";Unknown;375
"LANTEJUELA (CHRE-17835)";Unknown;387
"LOS VILLARES DE ANDÚJAR (CHRE-17839)";Unknown;387
"LOS VILLARES DE ANDÚJAR (CHRE-17839)";Unknown;385
"LOS VILLARES DE ANDÚJAR (CHRE-17839)";Unknown;387
"LOS VILLARES DE ANDÚJAR (CHRE-17839)";Unknown;383
"LOS VILLARES DE ANDÚJAR (CHRE-17839)";Unknown;375
"PREDIO SON SAURA VELL (CHRE-17907)";Unknown;409
"VILLARALTO (CHRE-17861)";Unknown;387
"VILLARALTO (CHRE-17861)";Unknown;387
"VILLARALTO (CHRE-17861)";Unknown;387
"VILLARALTO (CHRE-17861)";Unknown;375
"VILLARALTO (CHRE-17861)";Unknown;383
"VILLARALTO (CHRE-17861)";Unknown;385
"VILLARINO DEL SIL (CHRE-17862)";Unknown;338
"BRAGA 1907 (CHRE-17893)";Unknown;335
"BRAGA 1907 (CHRE-17893)";Unknown;343
"BRAGA 1907 (CHRE-17893)";Unknown;349
"BRAGA 1907 (CHRE-17893)";Unknown;349
"BRAGA 1907 (CHRE-17893)";Unknown;371
"BRAGA 1907 (CHRE-17893)";Unknown;375
"BRAGA 1907 (CHRE-17893)";Unknown;383
"BRAGA 1907 (CHRE-17893)";Unknown;387
"BRAGA 1907 (CHRE-17893)";Unknown;409
"CASTRO DE OSSELA (CHRE-17799)";Unknown;373
"CASTRO DE OSSELA (CHRE-17799)";Unknown;369
"CASTRO DE OSSELA (CHRE-17799)";Unknown;371
"CASTRO DE OSSELA (CHRE-17799)";Unknown;349
"CASTRO DE OSSELA (CHRE-17799)";Unknown;387
"CASTRO DE OSSELA (CHRE-17799)";Unknown;393
"CASTRO DE OSSELA (CHRE-17799)";Unknown;383
"CASTRO DE OSSELA (CHRE-17799)";Unknown;414
"CASTRO DE OSSELA (CHRE-17799)";Unknown;349
"CASTRO DE OSSELA (CHRE-17799)";Unknown;343
"CASTRO DE OSSELA (CHRE-17799)";Unknown;350
"CASTRO DE OSSELA (CHRE-17799)";Unknown;321
"CASTRO DE OSSELA (CHRE-17799)";Unknown;349
"CASTRO DE OSSELA (CHRE-17799)";Unknown;349
"CASTRO DE OSSELA (CHRE-17799)";Unknown;349
"CITÂNIA DE SANFINS 1925 (CHRE-17698)";Unknown;349
"MONTE DE SANTO OVÍDIO (CHRE-17900)";Unknown;349
"MONTE DE SANTO OVÍDIO (CHRE-17900)";Unknown;409
"MONTE DE SANTO OVÍDIO (CHRE-17900)";Unknown;387
"MONTE DE SANTO OVÍDIO (CHRE-17900)";Unknown;383
"MONTE DE SANTO OVÍDIO (CHRE-17900)";Unknown;375
"MONTE DE SANTO OVÍDIO (CHRE-17900)";Unknown;371
"MONTE DE SANTO OVÍDIO (CHRE-17900)";Unknown;369
"MONTE DE SANTO OVÍDIO (CHRE-17900)";Unknown;349
"MONTE DE SANTO OVÍDIO (CHRE-17900)";Unknown;349
"MONTE DE SANTO OVÍDIO (CHRE-17900)";Unknown;343
"MONTE DE SANTO OVÍDIO (CHRE-17900)";Unknown;321
"MONTE DE SANTO OVÍDIO (CHRE-17900)";Unknown;321
"MONTE DE SANTO OVÍDIO (CHRE-17900)";Unknown;335
"MONTE DE SANTO OVÍDIO (CHRE-17900)";Unknown;335
"MONTE DE SANTO OVÍDIO (CHRE-17900)";Unknown;409
"MONTE DO CASTELO (CHRE-17899)";Unknown;321
"MONTE DO CASTELO (CHRE-17899)";Unknown;321
"MONTE DO CASTELO (CHRE-17899)";Unknown;335
"MONTE DO CASTELO (CHRE-17899)";Unknown;343
"MONTE DO CASTELO (CHRE-17899)";Unknown;349
"MONTE DO CASTELO (CHRE-17899)";Unknown;349
"MONTE DO CASTELO (CHRE-17899)";Unknown;349
"MONTE DO CASTELO (CHRE-17899)";Unknown;369
"MONTE DO CASTELO (CHRE-17899)";Unknown;383
"MONTE DO CASTELO (CHRE-17899)";Unknown;375
"MONTE DO CASTELO (CHRE-17899)";Unknown;371
"MONTE DO CASTELO (CHRE-17899)";Unknown;387
"MONTE DO CASTELO (CHRE-17899)";Unknown;409
"MONTE DO CRASTO - ABOIM DAS CHOÇAS (CHRE-17901)";Unknown;321
"MONTE DO CRASTO - ABOIM DAS CHOÇAS (CHRE-17901)";Unknown;335
"MONTE DO CRASTO - ABOIM DAS CHOÇAS (CHRE-17901)";Unknown;335
"MONTE DO CRASTO - ABOIM DAS CHOÇAS (CHRE-17901)";Unknown;338
"MONTE DO CRASTO - ABOIM DAS CHOÇAS (CHRE-17901)";Unknown;343
"MONTE DO CRASTO - ABOIM DAS CHOÇAS (CHRE-17901)";Unknown;349
"MONTE DO CRASTO - ABOIM DAS CHOÇAS (CHRE-17901)";Unknown;350
"MONTE DO CRASTO - ABOIM DAS CHOÇAS (CHRE-17901)";Unknown;369
"MONTE DO CRASTO - ABOIM DAS CHOÇAS (CHRE-17901)";Unknown;371
"MONTE DO CRASTO - ABOIM DAS CHOÇAS (CHRE-17901)";Unknown;375
"MONTE DO CRASTO - ABOIM DAS CHOÇAS (CHRE-17901)";Unknown;385
"MONTE DO CRASTO - ABOIM DAS CHOÇAS (CHRE-17901)";Unknown;387
"MONTE DO CRASTO - ABOIM DAS CHOÇAS (CHRE-17901)";Unknown;409
"PORTIMÃO 1908 (CHRE-17905)";Unknown;369
"PORTIMÃO 1908 (CHRE-17905)";Unknown;375
"PORTIMÃO 1908 (CHRE-17905)";Unknown;387
"PORTIMÃO 1908 (CHRE-17905)";Unknown;409
"QUINTA DO CRAVINHO (CHRE-17737)";Unknown;335
"SISMARIA (CHRE-17909)";Unknown;321
"SISMARIA (CHRE-17909)";Unknown;369
"SISMARIA (CHRE-17909)";Unknown;385
"SISMARIA (CHRE-17909)";Unknown;375
"SISMARIA (CHRE-17909)";Unknown;387
"SISMARIA (CHRE-17909)";Unknown;409
"SISMARIA (CHRE-17909)";Unknown;409
"VILARINHO DE COTAS (CHRE-17667)";Unknown;321
"VILARINHO DE COTAS (CHRE-17667)";Unknown;321
"VILARINHO DE COTAS (CHRE-17667)";Unknown;321
"VILARINHO DE COTAS (CHRE-17667)";Unknown;321
"VILARINHO DE COTAS (CHRE-17667)";Unknown;321
"VILARINHO DE COTAS (CHRE-17667)";Unknown;321
"VILARINHO DE COTAS (CHRE-17667)";Unknown;321
"BARCELONA 1909 (CHRE-4515)";Unknown;401
"CUEVA DE SANTIMAMIÑE (CHRE-17824)";Unknown;375
"CUEVA DE SANTIMAMIÑE (CHRE-17824)";Unknown;387
"CUEVA DE SANTIMAMIÑE (CHRE-17824)";Unknown;383
"CUEVA DE SANTIMAMIÑE (CHRE-17824)";Unknown;349
"CUEVA DE SANTIMAMIÑE (CHRE-17824)";Unknown;343
"CUEVA DE SANTIMAMIÑE (CHRE-17824)";Unknown;343
"CUEVA DE SANTIMAMIÑE (CHRE-17824)";Unknown;321
"ELCHE (CHRE-18008)";Unknown;310
"LA ALCUDIA 1917 (CHRE-17725)";Unknown;310
"LUGO 1935 (CHRE-6944)";Unknown;383
"LUGO 1935 (CHRE-6944)";Unknown;362
"LUGO 1935 (CHRE-6944)";Unknown;349
"LUGO 1935 (CHRE-6944)";Unknown;349
"LUGO 1935 (CHRE-6944)";Unknown;321
"ROMANOS (CHRE-4529)";Unknown;414
"ROMANOS (CHRE-4529)";Unknown;409
"ROMANOS (CHRE-4529)";Unknown;409
"BOCA DO RIO (CHRE-17783)";Unknown;373
"BOCA DO RIO (CHRE-17783)";Unknown;414
"BOCA DO RIO (CHRE-17783)";Unknown;414
"BOCA DO RIO (CHRE-17783)";Unknown;414
"BOUÇAS DOS CHÃOS (CHRE-17784)";Unknown;373
"BOUÇAS DOS CHÃOS (CHRE-17784)";Unknown;349
"BOUÇAS DOS CHÃOS (CHRE-17784)";Unknown;349
"BOUÇAS DOS CHÃOS (CHRE-17784)";Unknown;321
"BUDENS (CHRE-17876)";Unknown;387
"BUDENS (CHRE-17876)";Unknown;401
"BUDENS (CHRE-17876)";Unknown;409
"CARVALHO (CHRE-17684)";Unknown;349
"CARVALHO (CHRE-17684)";Unknown;350
"CARVALHO (CHRE-17684)";Unknown;350
"CARVALHO (CHRE-17684)";Unknown;349
"CARVALHO (CHRE-17684)";Unknown;349
"CARVALHO (CHRE-17684)";Unknown;338
"CARVALHO (CHRE-17684)";Unknown;321
"CARVALHO (CHRE-17684)";Unknown;343
"CASTELO BRANCO (CHRE-17996)";Unknown;409
"CASTELO BRANCO (CHRE-17996)";Unknown;439
"CERCA-BOMBARRAL (CHRE-17768)";Unknown;385
"CHÃIRA (CHRE-17811)";Unknown;349
"CHÃIRA (CHRE-17811)";Unknown;369
"CHÃIRA (CHRE-17811)";Unknown;349
"CHÃIRA (CHRE-17811)";Unknown;350
"CHÃIRA (CHRE-17811)";Unknown;350
"CHÃIRA (CHRE-17811)";Unknown;351
"CHÃIRA (CHRE-17811)";Unknown;351
"CHÃIRA (CHRE-17811)";Unknown;349
"CHÃIRA (CHRE-17811)";Unknown;371
"CHÃIRA (CHRE-17811)";Unknown;409
"CHÃIRA (CHRE-17811)";Unknown;409
"CHÃIRA (CHRE-17811)";Unknown;385
"CHÃIRA (CHRE-17811)";Unknown;385
"CHÃIRA (CHRE-17811)";Unknown;414
"CHÃIRA (CHRE-17811)";Unknown;375
"CHÃIRA (CHRE-17811)";Unknown;383
"CHÃIRA (CHRE-17811)";Unknown;387
"CHÃIRA (CHRE-17811)";Unknown;321
"CHÃIRA (CHRE-17811)";Unknown;321
"CHÃIRA (CHRE-17811)";Unknown;335
"CHÃIRA (CHRE-17811)";Unknown;321
"CHÃIRA (CHRE-17811)";Unknown;321
"CHÃIRA (CHRE-17811)";Unknown;321
"CHÃIRA (CHRE-17811)";Unknown;321
"CHÃIRA (CHRE-17811)";Unknown;335
"CHÃIRA (CHRE-17811)";Unknown;350
"CHÃIRA (CHRE-17811)";Unknown;350
"CHÃIRA (CHRE-17811)";Unknown;350
"CHÃIRA (CHRE-17811)";Unknown;338
"GUILHABREU (CHRE-17751)";Unknown;350
"GUILHABREU (CHRE-17751)";Unknown;349
"GUILHABREU (CHRE-17751)";Unknown;373
"HERDADE DA TORRE (CHRE-17890)";Unknown;369
"HERDADE DA TORRE (CHRE-17890)";Unknown;375
"HERDADE DA TORRE (CHRE-17890)";Unknown;387
"HERDADE DA TORRE (CHRE-17890)";Unknown;409
"MONTE CRASTO (CHRE-17866)";Unknown;369
"MONTE CRASTO (CHRE-17866)";Unknown;350
"MONTE CRASTO (CHRE-17866)";Unknown;350
"MONTE CRASTO (CHRE-17866)";Unknown;371
"MONTE CRASTO (CHRE-17866)";Unknown;349
"MONTE CRASTO (CHRE-17866)";Unknown;350
"MONTE CRASTO (CHRE-17866)";Unknown;387
"MONTE CRASTO (CHRE-17866)";Unknown;378
"MONTE CRASTO (CHRE-17866)";Unknown;373
"MONTE CRASTO (CHRE-17866)";Unknown;338
"MONTE CRASTO (CHRE-17866)";Unknown;335
"MONTE CRASTO (CHRE-17866)";Unknown;338
"MONTE CRASTO (CHRE-17866)";Unknown;321
"MONTE CRASTO (CHRE-17866)";Unknown;335
"MONTE CRASTO (CHRE-17866)";Unknown;343
"MOURAZ (CHRE-17734)";Unknown;335
"QUINTA DO BAIRRO (CHRE-17776)";Unknown;387
"QUINTA DO BAIRRO (CHRE-17776)";Unknown;371
"RENCOVO (CHRE-4470)";Unknown;401
"RENCOVO (CHRE-4470)";Unknown;401
"RENCOVO (CHRE-4470)";Unknown;401
"SANTA CECÍLIA (CHRE-17758)";Unknown;321
"SANTA CECÍLIA (CHRE-17758)";Unknown;321
"SANTA CECÍLIA (CHRE-17758)";Unknown;321
"SANTA CECÍLIA (CHRE-17758)";Unknown;343
"SANTA CECÍLIA (CHRE-17758)";Unknown;349
"SANTA CECÍLIA (CHRE-17758)";Unknown;369
"SANTA CECÍLIA (CHRE-17758)";Unknown;371
"SÃO TOMÉ DE NEGRELOS (CHRE-4354)";Unknown;387
"SÃO TOMÉ DE NEGRELOS (CHRE-4354)";Unknown;338
"SÃO TOMÉ DE NEGRELOS (CHRE-4354)";Unknown;338
"SÃO TOMÉ DE NEGRELOS (CHRE-4354)";Unknown;343
"SÃO TOMÉ DE NEGRELOS (CHRE-4354)";Unknown;343
"SÃO TOMÉ DE NEGRELOS (CHRE-4354)";Unknown;349
"SÃO TOMÉ DE NEGRELOS (CHRE-4354)";Unknown;349
"SÃO TOMÉ DE NEGRELOS (CHRE-4354)";Unknown;387
"SÃO TOMÉ DE NEGRELOS (CHRE-4354)";Unknown;387
"SAROLA (CHRE-17736)";Unknown;310
"SEQUEIRA (CHRE-17765)";Unknown;375
"BASÍLICA DEL LLANO DEL OLIVAR (CHRE-17741)";Unknown;349
"BASÍLICA DEL LLANO DEL OLIVAR (CHRE-17741)";Unknown;349
"BASÍLICA DEL LLANO DEL OLIVAR (CHRE-17741)";Unknown;362
"BASÍLICA DEL LLANO DEL OLIVAR (CHRE-17741)";Unknown;369
"BASÍLICA DEL LLANO DEL OLIVAR (CHRE-17741)";Unknown;371
"CARRETERA DE ARNEDO (CHRE-17717)";Unknown;335
"CASTILLO DE LOS TEMPLARIOS (CHRE-17756)";Unknown;369
"CASTRO DE LA TOMADA (CHRE-17746)";Unknown;349
"CASTRO DE LA TOMADA (CHRE-17746)";Unknown;350
"ERMITA DE SAN VICENTE (CHRE-17921)";Unknown;409
"ESTELLA (CHRE-18011)";Unknown;401
"LA ALCUDIA 1947 1 (CHRE-17743)";Unknown;349
"LA ALCUDIA 1947 1 (CHRE-17743)";Unknown;343
"LA ALCUDIA 1947 1 (CHRE-17743)";Unknown;343
"LA ALCUDIA 1947 1 (CHRE-17743)";Unknown;371
"PEÑA DE LARA (CHRE-18052)";Unknown;409
"PONFERRADA (CHRE-7291)";Unknown;371
"SAN MIGUEL DE SARANDÓN (CHRE-17848)";Unknown;349
"SAN MIGUEL DE SARANDÓN (CHRE-17848)";Unknown;343
"SAN MIGUEL DE SARANDÓN (CHRE-17848)";Unknown;338
"SAN MIGUEL DE SARANDÓN (CHRE-17848)";Unknown;321
"TARRAGONA 1929 (CHRE-17708)";Unknown;350
"TARRAGONA 1930 (CHRE-17681)";Unknown;351
"TREMOEDO (CHRE-17679)";Unknown;321
"TREMOEDO (CHRE-17679)";Unknown;349
"TREMOEDO (CHRE-17679)";Unknown;343
"TREMOEDO (CHRE-17679)";Unknown;338
"VILLANUEVA DE CÓRDOBA (CHRE-17860)";Unknown;387
"VILLANUEVA DE CÓRDOBA (CHRE-17860)";Unknown;387
"VILLANUEVA DE CÓRDOBA (CHRE-17860)";Unknown;387
"VILLANUEVA DE CÓRDOBA (CHRE-17860)";Unknown;375
"VILLANUEVA DE CÓRDOBA (CHRE-17860)";Unknown;371
"VILLANUEVA DE CÓRDOBA (CHRE-17860)";Unknown;351
"VILLANUEVA DE CÓRDOBA (CHRE-17860)";Unknown;349
"VILLANUEVA DE CÓRDOBA (CHRE-17860)";Unknown;385
"VILLANUEVA DE CÓRDOBA (CHRE-17860)";Unknown;383
"BARROCO (CHRE-17691)";Unknown;321
"IDANHA-A-NOVA (CHRE-17832)";Unknown;387
"IDANHA-A-NOVA (CHRE-17832)";Unknown;387
"IDANHA-A-NOVA (CHRE-17832)";Unknown;383
"IDANHA-A-NOVA (CHRE-17832)";Unknown;375
"MONTE MATA LOBINHOS (CHRE-17842)";Unknown;321
"MONTE MATA LOBINHOS (CHRE-17842)";Unknown;349
"MONTE MATA LOBINHOS (CHRE-17842)";Unknown;375
"MONTE MATA LOBINHOS (CHRE-17842)";Unknown;383
"MONTE MATA LOBINHOS (CHRE-17842)";Unknown;385
"MONTE MATA LOBINHOS (CHRE-17842)";Unknown;387
"MONTE MATA LOBINHOS (CHRE-17842)";Unknown;387
"MONTE MATA LOBINHOS (CHRE-17842)";Unknown;387
"MONTE MOZINHO 1952 (CHRE-17658)";Unknown;333
"MONTE MOZINHO 1952 (CHRE-17658)";Unknown;350
"MONTE MOZINHO 1952 (CHRE-17658)";Unknown;369
"MONTE MOZINHO 1952 (CHRE-17658)";Unknown;321
"MONTE MOZINHO 1952 (CHRE-17658)";Unknown;321
"MONTE MOZINHO 1952 (CHRE-17658)";Unknown;328
"MONTE MOZINHO 1954 (CHRE-17657)";Unknown;349
"MONTE MOZINHO 1954 (CHRE-17657)";Unknown;310
"MONTE MOZINHO 1954 (CHRE-17657)";Unknown;349
"PENICES (CHRE-17761)";Unknown;321
"PENICES (CHRE-17761)";Unknown;343
"PENICES (CHRE-17761)";Unknown;349
"PENICES (CHRE-17761)";Unknown;369
"PENICES (CHRE-17761)";Unknown;383
"TROINO (CHRE-17689)";Unknown;321
"TROINO (CHRE-17689)";Unknown;350
"TROINO (CHRE-17689)";Unknown;349
"TROINO (CHRE-17689)";Unknown;349
"TROINO (CHRE-17689)";Unknown;350
"TROINO (CHRE-17689)";Unknown;351
"TROINO (CHRE-17689)";Unknown;351
"TROINO (CHRE-17689)";Unknown;333
"TROINO (CHRE-17689)";Unknown;328
"TROINO (CHRE-17689)";Unknown;338
"TROINO (CHRE-17689)";Unknown;321
"TROINO (CHRE-17689)";Unknown;321
"TROINO (CHRE-17689)";Unknown;321
"TROINO (CHRE-17689)";Unknown;321
"TROINO (CHRE-17689)";Unknown;321
"TROINO (CHRE-17689)";Unknown;321
"VALINHO (CHRE-17690)";Unknown;351
"VALINHO (CHRE-17690)";Unknown;350
"VALINHO (CHRE-17690)";Unknown;349
"VALINHO (CHRE-17690)";Unknown;349
"BALBOA A (CHRE-17782)";Unknown;385
"BALBOA A (CHRE-17782)";Unknown;383
"BALBOA A (CHRE-17782)";Unknown;375
"BALBOA A (CHRE-17782)";Unknown;364
"BALBOA A (CHRE-17782)";Unknown;371
"BALBOA A (CHRE-17782)";Unknown;369
"BALBOA A (CHRE-17782)";Unknown;350
"BALBOA A (CHRE-17782)";Unknown;387
"BALBOA A (CHRE-17782)";Unknown;387
"BALBOA A (CHRE-17782)";Unknown;387
"BALBOA A (CHRE-17782)";Unknown;338
"BALBOA A (CHRE-17782)";Unknown;335
"BALBOA A (CHRE-17782)";Unknown;335
"BALBOA A (CHRE-17782)";Unknown;321
"BALBOA A (CHRE-17782)";Unknown;321
"BALBOA A (CHRE-17782)";Unknown;349
"BALBOA A (CHRE-17782)";Unknown;349
"BALBOA A (CHRE-17782)";Unknown;328
"BALBOA B (CHRE-17766)";Unknown;349
"BALBOA B (CHRE-17766)";Unknown;349
"CALDAS DE REIS 1952 (CHRE-17663)";Unknown;338
"CALDAS DE REIS 1952 (CHRE-17663)";Unknown;343
"CALDAS DE REIS 1952 (CHRE-17663)";Unknown;349
"CAMPAÑÓ (CHRE-17716)";Unknown;335
"CASTRO DE A PENEDA (CHRE-17750)";Unknown;321
"CASTRO DE A PENEDA (CHRE-17750)";Unknown;350
"CASTRO DE A PENEDA (CHRE-17750)";Unknown;349
"CASTRO DE A PENEDA (CHRE-17750)";Unknown;350
"CÁSTULO 1959 (CHRE-17807)";Unknown;387
"CÁSTULO 1959 (CHRE-17807)";Unknown;387
"CÁSTULO 1959 (CHRE-17807)";Unknown;387
"CÁSTULO 1959 (CHRE-17807)";Unknown;375
"CERRO DEL CAMPANARIO (CHRE-17763)";Unknown;385
"CUEVA DE SAGASTIGORRI (CHRE-17770)";Unknown;335
"CUEVA DE SAGASTIGORRI (CHRE-17770)";Unknown;350
"CUEVA DE SAGASTIGORRI (CHRE-17770)";Unknown;349
"CUEVA DE SAGASTIGORRI (CHRE-17770)";Unknown;387
"CUEVA DE SAGASTIGORRI (CHRE-17770)";Unknown;414
"EL BIERZO - AREA (CHRE-17661)";Unknown;321
"LA ALCUDIA 1955 (CHRE-17727)";Unknown;335
"LA BALSA (CHRE-17834)";Unknown;385
"LA BALSA (CHRE-17834)";Unknown;387
"LA BALSA (CHRE-17834)";Unknown;387
"LA BALSA (CHRE-17834)";Unknown;383
"LA BALSA (CHRE-17834)";Unknown;321
"LA BALSA (CHRE-17834)";Unknown;349
"LA BALSA (CHRE-17834)";Unknown;369
"LA BALSA (CHRE-17834)";Unknown;375
"LA BALSA (CHRE-17834)";Unknown;335
"MENORCA (CHRE-17773)";Unknown;349
"MENORCA (CHRE-17773)";Unknown;369
"MENORCA (CHRE-17773)";Unknown;321
"MENORCA (CHRE-17773)";Unknown;321
"POLLENTIA 1959-1961 (CHRE-17478)";Unknown;321
"POLLENTIA 1959-1961 (CHRE-17478)";Unknown;321
"POLLENTIA 1959-1961 (CHRE-17478)";Unknown;321
"POLLENTIA 1959-1961 (CHRE-17478)";Unknown;343
"POLLENTIA 1959-1961 (CHRE-17478)";Unknown;349
"POLLENTIA 1959-1961 (CHRE-17478)";Unknown;369
"POLLENTIA 1959-1961 (CHRE-17478)";Unknown;383
"POLLENTIA 1959-1961 (CHRE-17478)";Unknown;387
"SOLANA DEL PINO (CHRE-4530)";Unknown;409
"BEJA 1965-1970 (CHRE-4387)";Unknown;386
"CONIMBRIGA 1965 2 (CHRE-17816)";Unknown;378
"TRÓIA 1961 (CHRE-17682)";Unknown;321
"TRÓIA 1961 (CHRE-17682)";Unknown;350
"TRÓIA 1961 (CHRE-17682)";Unknown;351
"TRÓIA 1961 (CHRE-17682)";Unknown;351
"TRÓIA 1961 (CHRE-17682)";Unknown;350
"TRÓIA 1961 (CHRE-17682)";Unknown;349
"TRÓIA 1961 (CHRE-17682)";Unknown;349
"TRÓIA 1961 (CHRE-17682)";Unknown;349
"CUEVA DE SOLACUEVA (CHRE-17825)";Unknown;350
"CUEVA DE SOLACUEVA (CHRE-17825)";Unknown;349
"CUEVA DE SOLACUEVA (CHRE-17825)";Unknown;343
"CUEVA DEL PELICIEGO (CHRE-17823)";Unknown;350
"CUEVA DEL PELICIEGO (CHRE-17823)";Unknown;349
"CUEVA DEL PELICIEGO (CHRE-17823)";Unknown;349
"CUEVA DEL PELICIEGO (CHRE-17823)";Unknown;387
"GARCIAZ (CHRE-17831)";Unknown;387
"GARCIAZ (CHRE-17831)";Unknown;387
"GARCIAZ (CHRE-17831)";Unknown;385
"GARCIAZ (CHRE-17831)";Unknown;387
"GARCIAZ (CHRE-17831)";Unknown;387
"GARCIAZ (CHRE-17831)";Unknown;350
"GARCIAZ (CHRE-17831)";Unknown;371
"GARCIAZ (CHRE-17831)";Unknown;349
"GARCIAZ (CHRE-17831)";Unknown;321
"GARCIAZ (CHRE-17831)";Unknown;383
"GARCIAZ (CHRE-17831)";Unknown;375
"GRANADA 1961 (CHRE-4419)";Unknown;409
"TARIFA (CHRE-17851)";Unknown;351
"TARIFA (CHRE-17851)";Unknown;387
"TARIFA (CHRE-17851)";Unknown;375
"TARIFA (CHRE-17851)";Unknown;387
"TARIFA (CHRE-17851)";Unknown;387
"TARIFA (CHRE-17851)";Unknown;383
"TARIFA (CHRE-17851)";Unknown;375
"CHÃO BARROSO (CHRE-17812)";Unknown;385
"CHÃO BARROSO (CHRE-17812)";Unknown;409
"CHÃO BARROSO (CHRE-17812)";Unknown;409
"CHÃO BARROSO (CHRE-17812)";Unknown;387
"CHÃO BARROSO (CHRE-17812)";Unknown;387
"CHÃO BARROSO (CHRE-17812)";Unknown;383
"CHÃO BARROSO (CHRE-17812)";Unknown;321
"CHÃO BARROSO (CHRE-17812)";Unknown;375
"CHÃO BARROSO (CHRE-17812)";Unknown;369
"CHÃO BARROSO (CHRE-17812)";Unknown;349
"CHÃO BARROSO (CHRE-17812)";Unknown;351
"CHÃO BARROSO (CHRE-17812)";Unknown;351
"CHÃO BARROSO (CHRE-17812)";Unknown;349
"CONIMBRIGA 1967-1968 (CHRE-4406)";Unknown;383
