link_density;year
0.013333;475
0.013333;476
0.013333;477
0.013333;478
0.013333;479
0.013333;480
0.013333;481
0.013333;482
0.013333;483
0.013333;484
0.013333;485
0.013333;486
0.013333;487
0.013333;488
0.013333;489
0.013333;490
0.087407;491
0.087407;492
0.087407;493
0.087407;494
0.087407;495
0.087407;496
0.087407;497
0.087407;498
0.087407;499
0.1103944;500
0.0970611;501
0.0970611;502
0.0970611;503
0.0970611;504
0.0970611;505
0.0970611;506
0.0970611;507
0.0970611;508
0.0970611;509
0.0970611;510
0.0970611;511
0.0970611;512
0.0970611;513
0.0970611;514
0.0970611;515
0.0970611;516
0.0970611;517
0.3192833;518
0.245209;519
0.245209;520
0.245209;521
0.245209;522
0.245209;523
0.245209;524
0.245209;525
0.245209;526
0.3570565;527
0.13483428;528
0.13483428;529
0.13483428;530
0.190389834;531
0.190389834;532
0.190389834;533
0.190389834;534
0.190389834;535
0.190389834;536
0.190389834;537
0.190389834;538
0.190389834;539
0.190389834;540
0.190389834;541
0.190389834;542
0.190389834;543
0.190389834;544
0.190389834;545
0.190389834;546
0.190389834;547
0.190389834;548
0.190389834;549
0.17054856;550
0.17054856;551
0.17054856;552
0.17054856;553
0.17054856;554
0.17054856;555
0.17054856;556
0.17054856;557
0.17054856;558
0.17054856;559
0.17054856;560
0.17054856;561
0.17054856;562
0.17054856;563
0.17054856;564
0.324394718;565
0.27176314;566
0.27176314;567
0.27176314;568
4.8011749;569
0.8011749;570
0.8011749;571
1.0011749;572
1.0011749;573
1.0011749;574
1.5011749;575
1.5011749;576
1.5011749;577
0.9681879;578
0.739412;579
0.739412;580
0.739412;581
0.789412;582
0.589412;583
0.589412;584
0.589412;585
2.676078;586
2.146667;587
2.146667;588
2.146667;589
2.146667;590
2.146667;591
2.146667;592
2.146667;593
2.146667;594
2.146667;595
2.146667;596
2.146667;597
2.146667;598
2.146667;599
2.146667;600
4.136667;601
2.07;602
4.52;603
2.52;604
2.52;605
2.52;606
2.52;607
2.52;608
2.52;609
3.02;610
2.02;611
5.02;612
3.02;613
3.02;614
3.02;615
3.02;616
3.02;617
3.02;618
3.02;619
3.02;620
8.82;621
5.82;622
5.82;623
5.82;624
5.82;625
5.82;626
5.82;627
5.82;628
5.82;629
5.82;630
13.02;631
7.22;632
7.22;633
6.22;634
6.22;635
14.553333;636
8.333333;637
8.333333;638
12.333333;639
4;640
4;641
9.454545;642
3.454545;643
3.454545;644
3.454545;645
3.454545;646
3.454545;647
3.454545;648
3.671937;649
3.671937;650
3.671937;651
3.671937;652
3.671937;653
0.217391;654
0.217391;655
0.217391;656
0.217391;657
0.217391;658
0.217391;659
0.217391;660
0.217391;661
0.217391;662
0.217391;663
0.217391;664
0.217391;665
0.217391;666
0.217391;667
0.217391;668
0.217391;669
0.217391;670
0.217391;671
0.592391;672
0.375;673
0.375;674
0.375;675
0.375;676
0.375;677
0.375;678
0.375;679
2.375;680
2;681
2;682
2;683
2;684
2;685
2;686
3.333333;687
1.333333;688
1.333333;689
1.333333;690
1.333333;691
1.333333;692
1.333333;693
1.333333;694
7.904762;695
4.904762;696
4.904762;697
7.779208;698
8.779208;699
7.779208;700
6.779208;701
7.779208;702
1.874446;703
2.999446;704
3.021669;705
2.021669;706
2.021669;707
2.021669;708
5.021669;709
3.021669;710
3.2300018;711
1.2300018;712
3.105002;713
2.105002;714
1.438335;715
1.6133352;716
0.6133352;717
1.67215871;718
1.67215871;719
1.5096587;720
1.571211739;721
1.571211739;722
1.571211739;723
4.571211739;724
0.571211739;725
1.371211739;726
0.371211739;727
3.371211739;728
3.371211739;729
1.371211739;730
2.371211739;731
6.371211739;732
4.371211739;733
3.371211739;734
3.371211739;735
3.31238821;736
0.31238821;737
1.31238821;738
1.31238821;739
2.31238821;740
0.31238821;741
2.2891324;742
1.2891324;743
0.2891324;744
1.2891324;745
0.2891324;746
2.2891324;747
0.2891324;748
1.2891324;749
1.2891324;750
0.26691;751
0.26691;752
2.26691;753
1.23566;754
0.1875;755
0.1875;756
0.0125;757
0.0125;758
0.0125;759
0.0125;760
0.0125;761
0.0125;762
0.0125;763
0.0125;764
0.0125;765
0.0125;766
0.0125;767
0.0125;768
0.0125;769
0.0125;770
0.0125;771
0.0125;772
0.0125;773
0.0125;774
0.0125;775
0.0125;776
0.0125;777
0.0125;778
0.0125;779
0.0125;780
0.0125;781
0.0125;782
0.0125;783
0.0125;784
0.0125;785
0.0125;786
0.0125;787
0.0125;788
0.0125;789
0.0125;790
0.0125;791
0.0125;792
0.0125;793
0.0125;794
0.0125;795
0.0125;796
0.0125;797
0.0125;798
0.0125;799
0.0125;800
