link_density;year
0.029437;260
0.029437;261
0.029437;262
0.029437;263
0.029437;264
0.029437;265
0.029437;266
0.029437;267
0.029437;268
0.029437;269
0.029437;270
0.029437;271
0.029437;272
0.029437;273
0.029437;274
0.029437;275
0.062224;276
0.062224;277
0.062224;278
0.062224;279
0.062224;280
0.062224;281
0.062224;282
0.062224;283
2.2728560151871;284
2.2728560151871;285
2.2728560151871;286
2.2728560151871;287
2.2728560151871;288
2.2728560151871;289
2.2728560151871;290
2.2728560151871;291
2.2728560151871;292
2.28756189754003;293
2.33645873713454746;294
2.33645873713454746;295
2.36587050184042981;296
2.36587050184042981;297
2.36587050184042981;298
2.36587050184042981;299
2.53236313905595859188;300
2.5625651592579787939;301
4.621772376316487;302
4.673054427598538;303
4.673054427598538;304
4.673054427598538;305
51.16430427969925;306
51.86995647321338;307
51.896272262687056;308
51.92484369125848;309
52.04682436758696;310
53.0468243675869;311
53.0468243675869;312
53.17182436758689;313
53.17182436758689;314
53.17182436758689;315
53.17182436758689;316
53.649122431841455;317
54.460976264283495;318
54.460976264283495;319
54.680604603424;320
55.013937936757316;321
55.013937936757316;322
55.06803150400878;323
73.50818410004352;324
87.05288013802864;325
95.30288013802866;326
83.28772862287694;327
79.9543952895436;328
77.03772862287695;329
153.40030525164534;330
135.9009500246051;331
134.90095002460512;332
137.7857539461737;333
138.26011292053278;334
185.64143970834417;335
143.4802352265517;336
396.69754483699654;337
316.54103252048185;338
316.54103252048185;339
326.19591973852835;340
227.08000981724535;341
177.33418419035192;342
177.48290213906986;343
177.48290213906986;344
177.48290213906986;345
183.67263338316334;346
288.06635727621705;347
335.76287532789155;348
199.51999598501206;349
334.6375253603971;350
308.7336496877492;351
310.94379461528575;352
323.0512930692128;353
179.9763448290562;354
195.72012177245196;355
177.5832170105502;356
177.24988367721704;357
177.94136094994445;358
176.2163609499446;359
206.09175777533554;360
274.95199037990477;361
148.95210318605254;362
201.11876985271957;363
200.18491799446943;364
123.07098698259705;365
122.76795667956677;366
158.47221619198586;367
144.78888285865182;368
144.78888285865182;369
146.78888285865204;370
144.78888285865182;371
144.78888285865182;372
144.78888285865182;373
144.78888285865182;374
177.93281699641184;375
130.15972594092636;376
130.15972594092636;377
177.16040075630747;378
198.32073224143141;379
