link_density;year
0.007437763;171
0.007437763;13
2.7901531231343757;293
0.007437763;111
0.007437763;25
6.195078763358538;618
4.858017400965168;595
55.31248820532331;320
0.516402501299036;270
81.352463011449;399
178.50603357879447;357
4.373975709678573;549
55.645821538656584;321
0.02238825814;249
10.473081557805601;701
7.464837384440279;502
0.0125;773
0.007437763;199
13.310350293255386;723
2.11530010664569;672
1.6589401671147437;666
12.12426022591532;719
13.70223682438729;468
0.007437763;157
6.532484730571435;586
0.03191206767;259
2.775447240781434;286
53.803707969486204;315
4.014409948210774;680
1.5923437251671781;659
13.277906637830256;432
0.0045642;-20
4.858017400965168;599
3.9647596016060414;568
0.007437763;28
197.46108280055995;384
0.007437763;2
0.007437763;43
0.007437763;62
0.007437763;137
0.007437763;170
6.083689015400079;601
27.67166651358617;474
0.007437763;189
15.983979566514622;451
0.02238825814;227
7.733435583550649;482
0.007437763;169
0.007437763;69
28.164554589274708;712
0.5648153402774654;282
5.600358361156489;531
0.0125;763
0.0125;759
0.007437763;74
0.0045642;-4
0.007437763;141
0.007437763;0
0.02238825814;223
0.007437763;99
5.8608974289841385;582
25.9560448324555;422
2.6242184289170876;692
0.007437763;186
84.45349664714607;327
4.528783359089592;563
136.07637413353027;332
0.0045642;-6
2.59614825347849;689
4.445404281107146;545
0.007437763;128
10.401057748281794;703
0.007437763;64
0.007437763;58
26.02271149912216;416
12.958178455435025;438
81.30400147298748;398
0.007437763;14
0.0125;766
0.5648153402774654;278
6.872433978404086;739
0.0125;798
5.365226715851038;646
5.874976894187963;606
1.8979088022978645;675
5.198560049184371;643
0.0125;783
8.976553732017438;628
0.0045642;-27
52.67870796948629;310
0.0125;780
6.4723649174021745;528
5.874976894187963;604
7.473505190124074;494
200.7226007746707;349
24.883276731656732;461
0.0045642;-15
1.5923437251671781;654
30.050398351276986;409
163.822437578335;391
0.007437763;144
12.228851090703554;729
184.8741994553387;346
16.605498953878914;460
0.02238825814;200
0.02238825814;213
11.39112571327618;473
0.007437763;125
7.803102923133137;487
9.460086923424656;635
0.007437763;65
0.007437763;76
285.4175794108234;383
0.02238825814;247
13.676903240939819;448
7.61321493338427;513
0.007437763;55
0.007437763;110
148.04954317401638;370
52.52815586458637;308
0.007437763;139
0.02238825814;210
0.0125;776
9.03396765224744;625
3.3513736194603374;583
0.0125;788
268.76280184370006;388
2.775447240781434;292
9.228851090703552;733
29.022493634198284;423
0.007437763;154
1.5923437251671781;658
0.02238825814;244
0.007437763;193
13.267627453613533;441
124.32412850096904;365
0.02238825814;241
61.77411636847708;408
12.977726375417944;612
7.21349962183733;640
0.0125;787
0.007437763;155
0.02238825814;214
2.857568481247408;294
0.007437763;94
15.640086923424658;639
2.775447240781434;291
0.007437763;8
1.8390852728861;676
0.007437763;166
0.007437763;167
5.392618020198863;650
186.8215149800603;335
10.670641954547214;569
23.185965875308113;710
0.007437763;185
11.102236824387287;466
7.803102923133137;486
19.957792379942866;462
8.471394773324354;521
5.115226715851038;648
0.007437763;151
146.04954317401618;371
0.007437763;42
8.490395665385016;519
53.803707969486204;313
1.8390852728861;677
0.007437763;72
10.444702308040041;633
0.007437763;6
0.5648153402774654;280
0.02238825814;218
0.007437763;190
0.007437763;168
0.007437763;71
0.0045642;-25
0.516402501299036;263
9.145078763358553;622
0.02238825814;233
0.0125;790
324.3029586658588;353
0.0125;775
0.02238825814;205
179.19751085152194;358
0.007437763;188
159.73287650735006;367
8.44507876335854;616
1.5923437251671781;655
0.0045642;-23
0.007437763;36
0.007437763;101
0.007437763;12
0.02238825814;250
7.019757300317029;535
0.007437763;20
5.241556894596156;302
2.8964142082174416;299
17.793420256757994;636
1.8979088022978645;674
26.02271149912216;418
0.007437763;109
96.46864816229777;326
2.59614825347849;688
2.775447240781434;289
13.70223682438729;469
8.622605637124803;641
7.87497689418796;608
259.0869540152698;395
178.68446821124516;345
4.445404281107146;548
15.983979566514622;452
2.592343725167179;657
0.516402501299036;269
1.860179394622583;744
195.34119149859453;382
3.182349677537642;301
4.445404281107146;543
146.04954317401618;369
5.445404281107143;546
5.767025027823157;532
9.638061439991038;522
0.007437763;106
5.1367069481122005;577
23.789554589274708;713
4.37915139723811;585
0.0125;760
0.02238825814;206
197.46108280055995;386
53.67870796948621;311
2.18242262318407;754
5.219690815704442;651
197.46108280055995;385
58.43892948768075;407
0.0045642;-5
4.223009746013995;551
0.007437763;130
4.519202367536498;579
0.0125;793
0.007437763;23
276.20814028148385;361
0.007437763;165
4.551510631816864;562
8.045517757370218;726
8.276945660345833;526
0.02238825814;229
0.02238825814;242
4.851688287041117;591
146.04954317401618;368
0.03191206767;258
0.007437763;66
5.965442552517308;742
28.68937816578874;413
8.490395665385016;520
0.5648153402774654;276
6.870641954547203;572
0.007437763;95
2.8075478156752145;746
0.516402501299036;265
26.689378165788813;414
15.9617573442924;454
0.007437763;107
8.512707191826074;499
5.624996530869868;578
289.2679233483942;347
146.04954317401618;372
0.02238825814;231
0.007437763;51
0.007437763;159
1.890817704989376;670
7.464837384440279;503
0.007437763;123
177.4725108515222;359
0.007437763;19
3.6219616557624814;684
0.007437763;91
0.02238825814;209
5.004930272803687;600
6.4723649174021745;529
0.007437763;175
6.242983419167744;707
1.8390852728861;678
0.007437763;115
37.09703005359681;476
7.755746475349372;507
0.007437763;86
5.046889179712622;653
0.007437763;11
0.007437763;47
1.6589401671147437;662
