link_density;year
0.0045642;-27
0.0045642;-26
0.0045642;-25
0.0045642;-24
0.0045642;-23
0.0045642;-22
0.0045642;-21
0.0045642;-20
0.0045642;-19
0.0045642;-18
0.0045642;-17
0.0045642;-16
0.0045642;-15
0.0045642;-14
0.0045642;-13
0.0045642;-12
0.0045642;-11
0.0045642;-10
0.0045642;-9
0.0045642;-8
0.0045642;-7
0.0045642;-6
0.0045642;-5
0.0045642;-4
0.0045642;-3
0.0045642;-2
0.007437763;-1
0.007437763;0
0.007437763;1
0.007437763;2
0.007437763;3
0.007437763;4
0.007437763;5
0.007437763;6
0.007437763;7
0.007437763;8
0.007437763;9
0.007437763;10
0.007437763;11
0.007437763;12
0.007437763;13
0.007437763;14
0.007437763;15
0.007437763;16
0.007437763;17
0.007437763;18
0.007437763;19
0.007437763;20
0.007437763;21
0.007437763;22
0.007437763;23
0.007437763;24
0.007437763;25
0.007437763;26
0.007437763;27
0.007437763;28
0.007437763;29
0.007437763;30
0.007437763;31
0.007437763;32
0.007437763;33
0.007437763;34
0.007437763;35
0.007437763;36
0.007437763;37
0.007437763;38
0.007437763;39
0.007437763;40
0.007437763;41
0.007437763;42
0.007437763;43
0.007437763;44
0.007437763;45
0.007437763;46
0.007437763;47
0.007437763;48
0.007437763;49
0.007437763;50
0.007437763;51
0.007437763;52
0.007437763;53
0.007437763;54
0.007437763;55
0.007437763;56
0.007437763;57
0.007437763;58
0.007437763;59
0.007437763;60
0.007437763;61
0.007437763;62
0.007437763;63
0.007437763;64
0.007437763;65
0.007437763;66
0.007437763;67
0.007437763;68
0.007437763;69
0.007437763;70
0.007437763;71
0.007437763;72
0.007437763;73
0.007437763;74
0.007437763;75
0.007437763;76
0.007437763;77
0.007437763;78
0.007437763;79
0.007437763;80
0.007437763;81
0.007437763;82
0.007437763;83
0.007437763;84
0.007437763;85
0.007437763;86
0.007437763;87
0.007437763;88
0.007437763;89
0.007437763;90
0.007437763;91
0.007437763;92
0.007437763;93
0.007437763;94
0.007437763;95
0.007437763;96
0.007437763;97
0.007437763;98
0.007437763;99
0.007437763;100
0.007437763;101
0.007437763;102
0.007437763;103
0.007437763;104
0.007437763;105
0.007437763;106
0.007437763;107
0.007437763;108
0.007437763;109
0.007437763;110
0.007437763;111
0.007437763;112
0.007437763;113
0.007437763;114
0.007437763;115
0.007437763;116
0.007437763;117
0.007437763;118
0.007437763;119
0.007437763;120
0.007437763;121
0.007437763;122
0.007437763;123
0.007437763;124
0.007437763;125
0.007437763;126
0.007437763;127
0.007437763;128
0.007437763;129
0.007437763;130
0.007437763;131
0.007437763;132
0.007437763;133
0.007437763;134
0.007437763;135
0.007437763;136
0.007437763;137
0.007437763;138
0.007437763;139
0.007437763;140
0.007437763;141
0.007437763;142
0.007437763;143
0.007437763;144
0.007437763;145
0.007437763;146
0.007437763;147
0.007437763;148
0.007437763;149
0.007437763;150
0.007437763;151
0.007437763;152
0.007437763;153
0.007437763;154
0.007437763;155
0.007437763;156
0.007437763;157
0.007437763;158
0.007437763;159
0.007437763;160
0.007437763;161
0.007437763;162
0.007437763;163
0.007437763;164
0.007437763;165
0.007437763;166
0.007437763;167
0.007437763;168
0.007437763;169
0.007437763;170
0.007437763;171
0.007437763;172
0.007437763;173
0.007437763;174
0.007437763;175
0.007437763;176
0.007437763;177
0.007437763;178
0.007437763;179
0.007437763;180
0.007437763;181
0.007437763;182
0.007437763;183
0.007437763;184
0.007437763;185
0.007437763;186
0.007437763;187
0.007437763;188
0.007437763;189
0.007437763;190
0.007437763;191
0.007437763;192
0.007437763;193
0.007437763;194
0.007437763;195
0.007437763;196
0.007437763;197
0.007437763;198
0.007437763;199
0.02238825814;200
0.02238825814;201
0.02238825814;202
0.02238825814;203
0.02238825814;204
0.02238825814;205
0.02238825814;206
0.02238825814;207
0.02238825814;208
0.02238825814;209
0.02238825814;210
0.02238825814;211
0.02238825814;212
0.02238825814;213
0.02238825814;214
0.02238825814;215
0.02238825814;216
0.02238825814;217
0.02238825814;218
0.02238825814;219
0.02238825814;220
0.02238825814;221
0.02238825814;222
0.02238825814;223
0.02238825814;224
0.02238825814;225
0.02238825814;226
0.02238825814;227
0.02238825814;228
0.02238825814;229
0.02238825814;230
0.02238825814;231
0.02238825814;232
0.02238825814;233
0.02238825814;234
0.02238825814;235
0.02238825814;236
0.02238825814;237
0.02238825814;238
0.02238825814;239
0.02238825814;240
0.02238825814;241
0.02238825814;242
0.02238825814;243
0.02238825814;244
0.02238825814;245
0.02238825814;246
0.02238825814;247
0.02238825814;248
0.02238825814;249
0.02238825814;250
0.02238825814;251
0.02238825814;252
0.02238825814;253
0.02238825814;254
0.02238825814;255
0.02238825814;256
0.02238825814;257
0.03191206767;258
0.03191206767;259
0.516402501299036;260
0.516402501299036;261
0.516402501299036;262
0.516402501299036;263
0.516402501299036;264
0.516402501299036;265
0.516402501299036;266
0.516402501299036;267
0.516402501299036;268
0.516402501299036;269
0.516402501299036;270
0.52415443928353222;271
0.52415443928353222;272
0.52415443928353222;273
0.52415443928353222;274
0.53202845503156371566;275
0.5648153402774654;276
0.5648153402774654;277
0.5648153402774654;278
0.5648153402774654;279
0.5648153402774654;280
0.5648153402774654;281
0.5648153402774654;282
0.5648153402774654;283
2.775447240781434;284
2.775447240781434;285
2.775447240781434;286
2.775447240781434;287
2.775447240781434;288
2.775447240781434;289
2.775447240781434;290
2.775447240781434;291
2.775447240781434;292
2.7901531231343757;293
2.857568481247408;294
2.857568481247408;295
2.8964142082174416;296
2.8964142082174416;297
2.8964142082174416;298
2.8964142082174416;299
3.147122531707481;300
3.182349677537642;301
5.241556894596156;302
5.2928389458782075;303
5.2928389458782075;304
5.2928389458782075;305
51.796187881598655;306
52.50184007511268;307
52.52815586458637;308
52.55672729315779;309
52.67870796948629;310
53.67870796948621;311
53.67870796948621;312
53.803707969486204;313
53.803707969486204;314
53.803707969486204;315
53.803707969486204;316
54.281006033740766;317
55.09285986618278;318
55.09285986618278;319
55.31248820532331;320
55.645821538656584;321
55.645821538656584;322
55.69991510590803;323
74.14006770194301;324
88.2186481622977;325
96.46864816229777;326
84.45349664714607;327
81.12016331381268;328
78.20349664714605;329
154.57572936057042;330
137.07637413353027;331
136.07637413353027;332
138.96117805509888;333
