hoard;mint;year
72;53;625
72;4;625
72;1;625
72;266;625
72;266;625
125;201;453
125;201;491
125;2;535
125;2;537
125;2;539
125;2;546
125;201;546
125;5;543
125;3;548
125;3;507
125;3;530
125;3;535
125;6;547
125;6;547
125;6;547
125;6;547
125;2;509
125;2;526
126;3;390
126;2;425
126;3;439
126;201;453
126;201;465
126;52;457
126;201;465
126;201;465
126;53;465
126;201;482
126;201;482
126;201;475
126;201;504
126;201;453
126;266;490
126;266;509
127;266;415
127;266;440
127;3;430
127;3;435
127;52;453
127;266;450
127;201;465
127;201;475
127;201;482
127;3;484
127;3;484
127;266;504
127;3;507
127;3;507
127;3;539
127;6;547
128;201;430
128;3;442
128;52;453
128;266;453
128;3;464
128;201;465
128;266;474
128;3;469
128;3;501
128;2;535
128;6;542
72;201;654
72;201;641
72;201;654
72;201;654
72;201;676
72;4;654
72;201;690
72;201;696
72;201;701
72;201;701
72;201;758
129;4213;373
130;934;270
37;66;358
37;66;358
37;66;361
37;66;361
37;66;361
37;66;361
37;3;361
37;19;361
37;201;361
37;52;361
37;53;361
37;66;361
37;66;361
37;201;361
37;201;361
37;1;361
37;66;363
37;66;363
37;66;363
37;66;369
37;66;369
37;66;369
37;3;369
37;201;369
37;201;369
37;68;369
37;52;369
37;68;369
37;1;369
37;1;369
37;66;371
37;66;371
37;3;371
37;19;371
37;201;371
37;201;371
37;201;371
37;52;371
37;52;371
37;68;371
37;53;371
37;53;371
37;1;371
37;66;371
37;66;371
37;66;371
37;3;371
37;53;371
37;53;371
37;1;371
37;201;365
37;66;375
37;66;375
37;66;375
37;66;375
37;66;375
37;66;375
37;66;375
37;3;375
37;3;375
37;171;375
37;67;375
37;19;375
37;19;375
37;19;375
37;201;375
37;201;375
37;201;375
37;52;375
37;53;375
37;53;375
37;1;375
37;66;375
37;66;375
37;3;375
37;3;375
37;201;375
37;52;375
37;52;375
37;53;375
37;1;375
37;66;383
37;66;383
37;66;383
37;66;383
37;66;383
37;66;383
37;66;383
37;171;383
37;171;383
37;19;383
37;201;383
37;201;383
37;201;375
37;68;383
37;68;383
37;68;383
37;52;383
37;52;383
37;52;383
37;52;383
37;53;383
37;1;383
37;1;383
132;;396
132;;465
132;;482
132;;504
132;;546
132;;546
132;;546
132;;546
132;;546
132;;546
132;;546
132;;490
132;;526
132;;531
132;;531
132;;507
132;;507
132;;530
132;;535
132;;547
132;;547
132;;547
132;;516
133;2;509
133;2;526
133;2;526
133;4613;516
133;3;509
133;3;530
133;201;522
133;3;535
133;5;537
133;6;546
133;3;550
133;3;550
133;5;546
133;201;529
133;3;537
133;3;549
133;254;547
133;5;541
133;3414;552
133;2;535
133;3;571
133;3414;571
133;3414;552
135;4213;409
136;3813;503
136;3813;503
136;3813;512
136;3813;512
136;3813;520
136;3813;520
136;3813;525
136;3813;525
138;5;439
138;4214;469
138;3;465
138;201;606
139;5;409
139;201;426
139;4213;439
139;201;453
139;201;465
139;201;475
139;201;482
139;201;504
139;201;522
139;201;546
139;201;571
139;4613;520
139;4613;540
139;3813;520
139;3813;534
139;6613;520
139;6613;522
139;6613;563
140;3413;447
141;4213;383
141;4213;409
142;174;409
142;4213;424
143;4213;426
143;4213;426
143;4213;439
143;4213;439
143;4213;459
143;4213;457
143;4213;459
144;4213;401
144;4213;409
369;934;327
146;934;345
146;934;345
147;4613;571
147;4613;551
147;4613;551
147;5;571
147;4613;571
147;3414;545
147;6;544
147;3;546
147;3;571
147;3;565
147;3;571
148;201;593
148;201;605
148;201;611
148;201;614
148;201;622
148;201;626
149;201;592
149;201;602
149;201;608
149;201;608
149;201;608
149;201;611
150;201;580
150;201;593
150;201;606
150;201;611
150;201;621
151;201;529
151;201;532
151;201;534
151;201;538
151;201;546
151;52;540
151;53;546
152;201;514
152;201;515
152;201;520
152;201;520
152;52;520
152;201;524
152;201;524
152;52;524
152;66;524
152;201;529
152;201;529
152;201;534
152;66;528
152;201;538
152;52;538
152;53;539
152;66;539
152;66;539
152;2;539
152;201;540
152;53;540
152;201;541
152;201;542
152;52;542
152;53;542
152;201;543
152;201;544
152;53;544
152;201;545
152;52;545
152;53;545
152;201;546
152;52;546
152;53;546
152;201;548
152;201;548
152;201;550
152;66;552
152;66;552
152;66;553
152;201;556
152;52;556
152;52;557
152;19;563
152;66;563
152;19;563
152;19;565
152;19;566
152;201;567
152;19;567
152;201;568
152;19;568
152;52;568
152;19;569
152;201;570
152;201;570
152;52;570
152;53;570
152;19;571
152;52;571
152;53;571
152;19;572
152;19;572
152;52;572
152;201;573
152;53;573
152;19;574
152;52;574
153;201;514
153;201;520
153;52;520
153;201;524
153;66;524
153;628;524
153;201;527
153;201;529
153;201;534
153;66;537
154;201;520
154;201;540
154;201;541
154;201;545
154;19;569
154;53;571
154;19;574
155;201;532
155;201;540
155;19;569
155;52;571
155;201;572
155;201;573
155;19;574
156;19;565
156;201;569
156;53;575
156;52;576
156;201;580
156;66;581
156;53;583
156;52;585
156;201;586
156;19;588
156;201;589
156;19;589
156;53;589
156;201;590
156;201;591
156;19;591
156;52;594
156;201;597
157;201;593
158;201;514
158;201;520
158;201;524
158;52;524
158;201;534
158;201;538
158;201;539
158;201;540
158;201;542
158;52;542
158;201;543
158;53;543
158;201;547
158;66;547
158;52;548
158;53;548
158;66;549
158;52;553
158;201;554
158;201;555
158;201;562
158;19;563
158;201;566
158;19;566
158;201;567
158;19;567
158;201;568
158;19;568
158;52;568
158;201;569
158;201;570
158;201;571
159;201;553
159;201;572
159;201;572
159;201;580
159;201;580
159;201;593
160;201;556
160;66;566
160;201;569
160;201;570
160;52;571
160;201;572
160;201;574
160;52;574
160;201;585
160;201;586
160;201;588
161;2;539
161;201;541
161;52;546
161;52;547
161;201;548
161;52;570
162;201;509
162;201;515
162;201;520
162;52;520
162;201;529
162;201;532
162;201;534
162;201;537
162;201;541
162;201;544
162;52;544
162;201;546
162;201;548
162;19;554
162;66;553
162;201;554
162;201;556
162;201;557
162;19;563
162;201;565
162;19;565
162;19;567
162;201;568
162;19;568
162;201;569
162;19;569
162;201;570
162;19;570
162;52;570
162;201;570
162;201;571
162;52;571
163;201;520
163;201;524
163;201;529
163;201;538
163;201;541
163;201;571
163;52;571
164;201;529
164;201;534
164;201;540
164;201;548
164;53;555
165;201;520
165;201;524
165;201;529
165;201;537
165;201;539
165;52;539
165;201;540
165;201;542
165;201;546
165;52;546
165;201;549
165;201;550
166;52;557
166;52;571
166;52;571
166;53;574
166;52;579
166;201;601
167;201;524
167;201;539
167;66;539
167;53;548
168;201;593
168;201;608
168;201;621
169;201;662
169;201;670
170;201;655
170;201;667
170;201;679
171;201;514
171;201;529
171;201;532
171;201;537
172;201;538
172;66;539
172;201;540
172;201;556
172;19;567
172;19;568
172;52;568
172;52;571
172;201;571
172;201;572
172;201;573
172;52;573
173;201;630
174;201;520
174;201;524
174;201;539
174;2;539
174;201;541
174;201;542
174;52;543
174;52;545
174;52;546
174;201;556
174;201;563
174;201;566
174;201;567
174;19;567
174;52;567
174;201;568
174;52;568
174;19;569
174;201;570
174;52;570
174;201;571
174;19;571
174;201;572
174;52;572
174;201;573
174;52;573
174;19;574
174;52;574
174;201;582
175;;331
175;;331
175;;338
175;;343
175;;349
175;;409
175;;463
175;;522
175;5;530
175;2;546
175;;546
176;3;654
176;9;650
176;9;650
176;9;650
176;9;650
176;9;650
176;3;338
176;4213;349
177;266;662
177;9;675
177;5;696
177;5;590
177;3;654
177;3;690
177;12;676
177;3;676
177;3;696
177;3;701
177;12;708
177;9;675
179;7;401
179;4613;440
179;4214;463
179;4613;509
179;5;509
179;5;509
179;4613;530
179;4613;530
179;5;530
179;4613;535
179;3;504
179;5;537
179;5;537
179;3;530
179;3;535
179;4613;535
179;1;578
179;3;550
179;3414;522
179;3414;522
179;3;551
179;201;546
179;5;552
179;201;546
179;3;551
179;3414;546
179;251;546
179;3414;546
179;3;551
179;2;549
179;19;546
179;201;571
179;5;571
179;5;571
179;201;571
179;3;571
179;201;571
179;2;571
179;3;571
179;201;580
179;5;580
179;3;590
179;5;592
179;201;592
179;53;584
179;3;592
179;201;592
179;5;592
179;201;625
179;3414;627
179;5;627
179;5;627
179;201;627
179;3;627
179;201;627
179;5;599
179;3;663
179;2;654
179;2;663
179;12;663
179;12;730
179;201;592
179;7;452
179;4214;482
181;201;453
181;201;504
181;52;453
181;2;535
181;2;537
181;2;537
181;2;539
181;2;539
181;2;539
181;201;546
181;201;546
181;201;546
181;5;543
181;5;543
181;5;543
181;5;543
181;5;543
181;5;543
181;5;543
181;3;548
181;3;548
181;3;509
181;3;509
181;3;509
181;3;530
181;3;530
181;3;530
181;3;530
181;3;526
181;3;530
181;3;530
181;3;530
181;3;530
181;3;530
181;3;530
181;3;530
181;3;535
181;3;535
181;3;535
181;6;547
181;6;547
181;6;547
181;6;547
181;6;547
181;6;547
181;6;547
181;6;547
181;6;547
181;6;547
181;6;547
181;6;547
181;6;547
181;6;547
181;6;547
181;6;547
181;6;547
181;6;547
181;6;547
181;6;547
181;6;547
181;6;547
181;6;547
181;6;547
181;2;509
181;2;509
181;2;509
181;2;509
181;2;509
181;2;526
181;2;526
181;2;526
181;2;526
182;201;514
182;201;529
183;201;580
183;201;580
183;201;593
183;201;593
184;201;514
184;201;529
184;52;532
184;201;534
184;52;537
184;201;555
185;52;539
186;201;524
186;201;524
186;66;524
186;201;529
186;201;534
186;201;539
186;201;541
186;53;546
186;66;548
186;201;556
186;52;573
187;201;538
187;53;538
187;201;539
187;201;540
187;201;541
187;52;541
187;201;542
187;52;542
187;201;543
187;52;543
187;53;543
187;52;544
187;53;544
187;201;545
187;52;545
187;201;547
187;66;547
187;53;548
187;66;551
187;66;553
187;201;556
187;66;559
187;201;561
187;52;566
187;201;569
187;201;570
187;201;571
187;201;578
187;52;578
188;201;608
188;201;644
188;201;652
188;201;664
188;201;671
188;201;677
188;201;682
188;201;689
189;201;514
189;201;517
189;201;520
189;52;520
189;201;529
189;201;534
191;;457
191;;482
191;;504
191;;546
191;;546
191;;527
191;;546
191;2;527
191;;546
191;;546
191;;546
191;;546
191;;546
191;;546
191;;546
191;;546
191;5;546
191;;480
191;;490
191;;526
191;;531
191;;489
191;;507
191;;507
191;;530
191;;535
191;;535
191;;535
191;;535
191;;547
191;;535
191;;547
191;;475
191;;426
192;4213;331
192;4213;344
192;4213;359
192;4213;371
192;4213;378
192;3414;383
192;4213;414
192;171;387
192;4214;393
192;4213;393
192;4213;405
;;401
;;426
;;453
;;465
;;474
;;475
;;482
;;409
;;424
;;439
;;439
;;455
;;455
;;455
;;459
;;463
;;469
;;474
;;475
194;3;321
194;3;361
194;3;383
194;3;439
194;;425
194;3;463
194;;482
194;;484
194;6;547
194;;507
194;;530
194;;504
194;3;546
194;5;546
194;3;571
195;201;546
195;3;489
195;3;526
195;3;526
195;3;530
195;4613;523
;5;571
;5;571
198;201;597
198;201;603
198;201;605
198;201;607
198;201;608
198;201;609
198;201;609
198;201;611
198;201;614
198;201;620
198;201;626
198;201;627
198;201;630
198;201;632
198;1;615
198;2;635
198;201;641
198;201;644
198;201;644
199;1377;533
198;2;644
200;17;349
200;17;352
200;229;349
200;229;350
200;174;349
200;174;350
200;3;349
200;3;350
200;171;349
200;171;350
200;67;349
200;19;352
200;68;352
37;66;387
37;66;387
37;66;387
37;66;387
37;66;387
37;66;387
37;66;387
37;66;387
37;3;387
37;171;387
37;19;387
37;19;387
37;201;387
37;201;387
37;201;387
37;201;387
37;52;387
37;52;387
37;52;387
37;52;387
37;53;387
37;53;387
37;53;387
37;53;387
37;53;387
37;1;387
37;1;387
37;;387
37;;387
37;;387
37;;387
37;;387
37;66;387
37;66;387
37;201;387
37;52;387
37;52;387
37;;387
37;;387
37;;385
37;66;409
37;66;409
37;66;409
37;66;409
37;66;409
37;66;409
37;3;409
37;19;409
37;201;409
200;201;349
200;52;349
37;201;409
37;201;409
200;53;349
37;68;409
37;52;409
37;52;409
200;66;352
37;52;409
37;52;395
37;68;409
200;3414;352
37;53;409
200;68;352
37;53;409
37;53;409
37;53;409
37;68;409
37;1;409
37;1;409
37;;409
37;;409
37;;409
37;;409
37;;409
37;;409
37;;409
37;;409
37;;409
37;66;401
37;66;401
37;66;401
37;66;401
37;66;401
37;66;401
37;66;401
37;66;401
37;66;401
37;66;401
37;3;401
37;19;401
37;201;401
37;201;401
37;201;401
37;201;401
37;201;401
37;68;401
37;68;401
37;68;401
37;52;401
37;52;401
37;52;401
37;52;401
37;68;401
37;53;401
37;53;401
37;53;401
37;1;401
37;;401
37;;401
37;;401
37;;401
37;;401
37;;401
37;;401
37;;401
37;;401
202;3414;708
245;5;580
245;10;625
245;12;654
37;66;401
37;66;401
37;201;401
37;;401
37;3;401
37;66;401
37;66;401
37;201;401
37;;401
37;66;426
37;66;426
37;66;426
37;19;426
37;201;426
37;201;426
37;52;426
37;53;426
37;53;426
37;53;426
37;;426
37;;426
37;;426
37;;439
204;13;701
204;13;708
204;13;696
37;66;453
37;;453
37;66;465
204;4613;728
37;;465
37;;482
37;;475
37;66;504
37;66;504
37;66;504
37;66;504
37;66;504
37;66;504
37;201;504
37;201;504
37;201;504
37;201;508
37;201;504
37;201;504
37;201;504
37;201;504
37;201;504
37;66;504
37;66;522
37;66;522
37;66;522
37;66;522
37;66;522
37;66;522
37;201;522
37;201;522
37;201;522
37;201;522
37;201;522
37;201;522
37;201;522
37;201;522
37;201;522
37;52;522
37;52;522
37;53;522
37;3414;522
37;;522
206;3414;701
37;66;522
206;3414;701
37;201;522
37;66;546
206;4613;728
37;66;546
37;66;546
37;66;546
37;66;546
37;66;546
37;66;546
37;66;546
37;66;546
37;66;546
37;66;546
37;66;546
37;66;546
37;66;546
37;66;546
37;66;546
37;66;546
37;66;546
207;2615;592
207;2;625
207;2;645
207;2;645
207;2;645
207;2;653
207;2;653
207;2;663
207;2;663
207;12;654
207;12;648
207;3;663
207;201;679
207;2;670
207;2;677
207;2;683
207;12;671
207;3;677
207;13;690
207;13;690
;3;507
;3;507
;3;507
;5;526
;3;526
;3;530
;7;530
;3;530
;3;530
;3;535
;5;538
;3;546
37;201;546
37;201;546
37;201;546
37;201;546
37;201;546
37;19;546
37;52;546
37;52;546
37;52;546
37;53;546
37;2;546
37;2;546
37;;546
37;;546
37;;522
37;;546
37;66;522
37;66;546
37;66;522
37;201;522
37;201;522
37;52;522
37;;522
37;201;528
37;201;528
37;5;546
37;66;571
37;66;571
37;66;571
37;66;571
37;66;571
37;66;571
37;66;571
37;66;571
37;66;571
37;201;571
37;201;571
37;19;571
37;19;571
37;52;571
37;52;571
37;53;571
37;2;571
37;;571
190;201;514
190;201;520
190;52;520
190;201;524
190;201;524
190;201;524
190;201;534
190;201;541
190;201;543
190;201;544
190;52;546
190;201;548
190;201;548
190;66;552
190;201;556
190;19;563
190;19;567
190;201;568
190;19;568
190;19;569
190;201;570
190;19;570
190;52;572
190;52;572
190;53;573
190;19;574
190;19;576
190;19;571
190;201;578
190;201;585
190;19;584
199;1397;584
199;1392;587
199;1396;589
199;1361;590
199;1362;590
199;1396;598
209;1395;586
209;1407;592
209;5014;595
209;1396;597
209;1405;615
209;1405;615
210;1359;512
210;1395;557
210;1407;557
210;1392;580
210;5014;581
210;5014;581
210;46613;581
210;5014;584
210;1395;584
210;5014;584
210;1392;584
210;46613;584
210;5014;584
210;1392;585
210;5014;585
210;46613;585
210;1372;586
210;5014;586
210;1397;586
210;1405;586
210;1397;587
210;1361;587
210;1396;588
210;39022;588
210;5014;588
210;1397;589
210;5014;589
210;1377;590
210;1384;590
210;1378;590
210;5014;584
210;5014;591
210;1396;592
210;1392;592
210;1362;594
210;1397;595
210;39022;595
210;1372;596
210;1359;597
210;1359;598
210;5014;599
210;1362;600
210;1362;614
210;1378;616
210;1361;609
211;3414;453
211;3414;606
211;3414;580
211;3414;625
212;4213;387
212;4213;409
212;4213;369
212;4213;439
212;4615;453
212;3414;465
212;3414;482
213;4213;401
214;4213;426
214;3414;465
214;4213;383
215;201;402
215;201;450
215;201;457
215;201;474
215;201;474
215;201;491
215;201;491
215;201;491
215;201;527
215;201;527
215;201;527
215;201;522
215;201;546
215;201;546
215;201;546
216;3414;546
216;201;571
216;12;654
216;3414;654
216;12;654
216;3414;654
216;12;676
216;12;546
217;12;676
217;12;698
218;201;625
218;12;690
218;12;625
218;12;698
218;12;701
218;12;758
219;12;758
219;12;729
220;2;509
220;4613;507
220;4613;507
220;201;539
220;52;533
220;2;539
220;2;537
220;3;541
220;3;546
220;4613;546
220;3414;546
220;10;592
220;2;653
220;19;614
221;9;689
221;9;739
221;9;740
222;4213;409
222;4213;439
222;4613;530
222;4613;547
222;3414;504
222;3414;546
222;2;484
222;2;484
223;4613;530
223;4613;547
223;4613;547
224;3;654
224;3;654
225;4613;484
225;5;625
226;3414;625
226;3414;654
226;3414;676
227;9;625
228;9;625
229;;546
229;;571
229;;571
230;3;530
230;3;530
230;4613;530
230;4613;535
230;4613;507
230;4613;547
230;4613;547
230;2;526
230;3414;545
231;9;625
231;3;546
233;2;490
233;2;509
234;201;625
234;283;592
235;2;546
237;;507
237;3;530
237;201;546
238;201;546
240;3414;546
240;3414;571
240;3414;625
240;3414;698
241;201;571
241;3414;580
242;201;349
243;3;530
242;19;606
243;7;526
242;52;625
242;201;625
243;5;530
242;53;625
242;253;625
242;201;625
244;3;504
242;201;654
244;3;546
244;2;531
244;3;546
244;5;546
244;5;546
242;201;482
245;5;580
245;10;618
245;12;652
247;5;482
247;7;482
247;3414;504
247;7;504
247;4613;547
248;3;538
248;3;535
248;;535
249;3414;618
249;5019;707
249;5019;716
249;337;737
250;329;698
250;329;700
250;2618;704
250;2618;712
250;2618;715
250;329;717
250;164;722
250;2618;733
250;2618;739
250;2618;740
250;2618;743
250;2618;747
250;5019;722
251;5019;697
251;5019;698
251;5019;705
251;5019;707
251;5019;709
251;5019;710
251;5019;713
251;5019;714
251;5019;716
251;5019;717
251;5019;718
251;5019;720
251;5019;721
251;5019;722
251;5019;726
251;5019;729
251;5019;731
251;5019;732
251;5019;736
251;5019;737
251;5019;737
251;5019;738
251;5019;748
253;329;698
253;329;705
253;2618;705
253;2618;708
254;67;326
254;66;351
254;66;351
254;266;354
254;266;344
257;82;577
257;106;569
257;82;593
257;85;593
257;94;593
257;106;593
257;109;593
257;105;593
258;266;577
258;105;593
258;266;593
259;94;593
259;105;602
259;69;606
259;82;606
259;106;606
259;118;606
259;143;606
259;94;611
259;105;611
259;73;616
259;86;616
259;82;616
259;103;616
259;101;616
259;94;616
259;100;616
259;106;616
259;105;616
259;152;616
259;69;626
259;73;626
259;86;626
259;85;626
259;92;626
