region1;region2;value;year
France;Spain;0.0045642;-27
France;Spain;0.0045642;-26
France;Spain;0.0045642;-25
France;Spain;0.0045642;-24
France;Spain;0.0045642;-23
France;Spain;0.0045642;-22
France;Spain;0.0045642;-21
France;Spain;0.0045642;-20
France;Spain;0.0045642;-19
France;Spain;0.0045642;-18
France;Spain;0.0045642;-17
France;Spain;0.0045642;-16
France;Spain;0.0045642;-15
France;Spain;0.0045642;-14
France;Spain;0.0045642;-13
France;Spain;0.0045642;-12
France;Spain;0.0045642;-11
France;Spain;0.0045642;-10
France;Spain;0.0045642;-9
France;Spain;0.0045642;-8
France;Spain;0.0045642;-7
France;Spain;0.0045642;-6
France;Spain;0.0045642;-5
France;Spain;0.0045642;-4
France;Spain;0.0045642;-3
France;Spain;0.0045642;-2
France;Spain;0.0045642;-1
Spain;"United Kingdom";0.002874;-1
Spain;"United Kingdom";0.002874;0
France;Spain;0.0045642;0
Spain;"United Kingdom";0.002874;1
France;Spain;0.0045642;1
Spain;"United Kingdom";0.002874;2
France;Spain;0.0045642;2
France;Spain;0.0045642;3
Spain;"United Kingdom";0.002874;3
Spain;"United Kingdom";0.002874;4
France;Spain;0.0045642;4
Spain;"United Kingdom";0.002874;5
France;Spain;0.0045642;5
Spain;"United Kingdom";0.002874;6
France;Spain;0.0045642;6
Spain;"United Kingdom";0.002874;7
France;Spain;0.0045642;7
Spain;"United Kingdom";0.002874;8
France;Spain;0.0045642;8
France;Spain;0.0045642;9
Spain;"United Kingdom";0.002874;9
Spain;"United Kingdom";0.002874;10
France;Spain;0.0045642;10
France;Spain;0.0045642;11
Spain;"United Kingdom";0.002874;11
France;Spain;0.0045642;12
Spain;"United Kingdom";0.002874;12
Spain;"United Kingdom";0.002874;13
France;Spain;0.0045642;13
France;Spain;0.0045642;14
Spain;"United Kingdom";0.002874;14
France;Spain;0.0045642;15
Spain;"United Kingdom";0.002874;15
Spain;"United Kingdom";0.002874;16
France;Spain;0.0045642;16
France;Spain;0.0045642;17
Spain;"United Kingdom";0.002874;17
Spain;"United Kingdom";0.002874;18
France;Spain;0.0045642;18
France;Spain;0.0045642;19
Spain;"United Kingdom";0.002874;19
Spain;"United Kingdom";0.002874;20
France;Spain;0.0045642;20
France;Spain;0.0045642;21
Spain;"United Kingdom";0.002874;21
Spain;"United Kingdom";0.002874;22
France;Spain;0.0045642;22
France;Spain;0.0045642;23
Spain;"United Kingdom";0.002874;23
Spain;"United Kingdom";0.002874;24
France;Spain;0.0045642;24
Spain;"United Kingdom";0.002874;25
France;Spain;0.0045642;25
Spain;"United Kingdom";0.002874;26
France;Spain;0.0045642;26
France;Spain;0.0045642;27
Spain;"United Kingdom";0.002874;27
France;Spain;0.0045642;28
Spain;"United Kingdom";0.002874;28
Spain;"United Kingdom";0.002874;29
France;Spain;0.0045642;29
France;Spain;0.0045642;30
Spain;"United Kingdom";0.002874;30
Spain;"United Kingdom";0.002874;31
France;Spain;0.0045642;31
France;Spain;0.0045642;32
Spain;"United Kingdom";0.002874;32
Spain;"United Kingdom";0.002874;33
France;Spain;0.0045642;33
Spain;"United Kingdom";0.002874;34
France;Spain;0.0045642;34
Spain;"United Kingdom";0.002874;35
France;Spain;0.0045642;35
France;Spain;0.0045642;36
Spain;"United Kingdom";0.002874;36
France;Spain;0.0045642;37
Spain;"United Kingdom";0.002874;37
Spain;"United Kingdom";0.002874;38
France;Spain;0.0045642;38
Spain;"United Kingdom";0.002874;39
France;Spain;0.0045642;39
France;Spain;0.0045642;40
Spain;"United Kingdom";0.002874;40
France;Spain;0.0045642;41
Spain;"United Kingdom";0.002874;41
France;Spain;0.0045642;42
Spain;"United Kingdom";0.002874;42
Spain;"United Kingdom";0.002874;43
France;Spain;0.0045642;43
Spain;"United Kingdom";0.002874;44
France;Spain;0.0045642;44
France;Spain;0.0045642;45
Spain;"United Kingdom";0.002874;45
Spain;"United Kingdom";0.002874;46
France;Spain;0.0045642;46
France;Spain;0.0045642;47
Spain;"United Kingdom";0.002874;47
Spain;"United Kingdom";0.002874;48
France;Spain;0.0045642;48
Spain;"United Kingdom";0.002874;49
France;Spain;0.0045642;49
Spain;"United Kingdom";0.002874;50
France;Spain;0.0045642;50
France;Spain;0.0045642;51
Spain;"United Kingdom";0.002874;51
France;Spain;0.0045642;52
Spain;"United Kingdom";0.002874;52
Spain;"United Kingdom";0.002874;53
France;Spain;0.0045642;53
Spain;"United Kingdom";0.002874;54
France;Spain;0.0045642;54
France;Spain;0.0045642;55
Spain;"United Kingdom";0.002874;55
Spain;"United Kingdom";0.002874;56
France;Spain;0.0045642;56
France;Spain;0.0045642;57
Spain;"United Kingdom";0.002874;57
Spain;"United Kingdom";0.002874;58
France;Spain;0.0045642;58
Spain;"United Kingdom";0.002874;59
France;Spain;0.0045642;59
France;Spain;0.0045642;60
Spain;"United Kingdom";0.002874;60
Spain;"United Kingdom";0.002874;61
France;Spain;0.0045642;61
Spain;"United Kingdom";0.002874;62
France;Spain;0.0045642;62
France;Spain;0.0045642;63
Spain;"United Kingdom";0.002874;63
Spain;"United Kingdom";0.002874;64
France;Spain;0.0045642;64
Spain;"United Kingdom";0.002874;65
France;Spain;0.0045642;65
Spain;"United Kingdom";0.002874;66
France;Spain;0.0045642;66
Spain;"United Kingdom";0.002874;67
France;Spain;0.0045642;67
Spain;"United Kingdom";0.002874;68
France;Spain;0.0045642;68
France;Spain;0.0045642;69
Spain;"United Kingdom";0.002874;69
Spain;"United Kingdom";0.002874;70
France;Spain;0.0045642;70
France;Spain;0.0045642;71
Spain;"United Kingdom";0.002874;71
France;Spain;0.0045642;72
Spain;"United Kingdom";0.002874;72
Spain;"United Kingdom";0.002874;73
France;Spain;0.0045642;73
France;Spain;0.0045642;74
Spain;"United Kingdom";0.002874;74
Spain;"United Kingdom";0.002874;75
France;Spain;0.0045642;75
France;Spain;0.0045642;76
Spain;"United Kingdom";0.002874;76
Spain;"United Kingdom";0.002874;77
France;Spain;0.0045642;77
France;Spain;0.0045642;78
Spain;"United Kingdom";0.002874;78
Spain;"United Kingdom";0.002874;79
France;Spain;0.0045642;79
Spain;"United Kingdom";0.002874;80
France;Spain;0.0045642;80
Spain;"United Kingdom";0.002874;81
France;Spain;0.0045642;81
France;Spain;0.0045642;82
Spain;"United Kingdom";0.002874;82
France;Spain;0.0045642;83
Spain;"United Kingdom";0.002874;83
Spain;"United Kingdom";0.002874;84
France;Spain;0.0045642;84
Spain;"United Kingdom";0.002874;85
France;Spain;0.0045642;85
France;Spain;0.0045642;86
Spain;"United Kingdom";0.002874;86
France;Spain;0.0045642;87
Spain;"United Kingdom";0.002874;87
Spain;"United Kingdom";0.002874;88
France;Spain;0.0045642;88
Spain;"United Kingdom";0.002874;89
France;Spain;0.0045642;89
France;Spain;0.0045642;90
Spain;"United Kingdom";0.002874;90
France;Spain;0.0045642;91
Spain;"United Kingdom";0.002874;91
France;Spain;0.0045642;92
Spain;"United Kingdom";0.002874;92
Spain;"United Kingdom";0.002874;93
France;Spain;0.0045642;93
France;Spain;0.0045642;94
Spain;"United Kingdom";0.002874;94
France;Spain;0.0045642;95
Spain;"United Kingdom";0.002874;95
Spain;"United Kingdom";0.002874;96
France;Spain;0.0045642;96
Spain;"United Kingdom";0.002874;97
France;Spain;0.0045642;97
Spain;"United Kingdom";0.002874;98
France;Spain;0.0045642;98
France;Spain;0.0045642;99
Spain;"United Kingdom";0.002874;99
France;Spain;0.0045642;100
Spain;"United Kingdom";0.002874;100
France;Spain;0.0045642;101
Spain;"United Kingdom";0.002874;101
Spain;"United Kingdom";0.002874;102
France;Spain;0.0045642;102
France;Spain;0.0045642;103
Spain;"United Kingdom";0.002874;103
Spain;"United Kingdom";0.002874;104
France;Spain;0.0045642;104
France;Spain;0.0045642;105
Spain;"United Kingdom";0.002874;105
France;Spain;0.0045642;106
Spain;"United Kingdom";0.002874;106
France;Spain;0.0045642;107
Spain;"United Kingdom";0.002874;107
Spain;"United Kingdom";0.002874;108
France;Spain;0.0045642;108
Spain;"United Kingdom";0.002874;109
France;Spain;0.0045642;109
Spain;"United Kingdom";0.002874;110
France;Spain;0.0045642;110
Spain;"United Kingdom";0.002874;111
France;Spain;0.0045642;111
Spain;"United Kingdom";0.002874;112
France;Spain;0.0045642;112
France;Spain;0.0045642;113
Spain;"United Kingdom";0.002874;113
France;Spain;0.0045642;114
Spain;"United Kingdom";0.002874;114
France;Spain;0.0045642;115
Spain;"United Kingdom";0.002874;115
France;Spain;0.0045642;116
Spain;"United Kingdom";0.002874;116
France;Spain;0.0045642;117
Spain;"United Kingdom";0.002874;117
Spain;"United Kingdom";0.002874;118
France;Spain;0.0045642;118
Spain;"United Kingdom";0.002874;119
France;Spain;0.0045642;119
Spain;"United Kingdom";0.002874;120
France;Spain;0.0045642;120
Spain;"United Kingdom";0.002874;121
France;Spain;0.0045642;121
France;Spain;0.0045642;122
Spain;"United Kingdom";0.002874;122
France;Spain;0.0045642;123
Spain;"United Kingdom";0.002874;123
France;Spain;0.0045642;124
Spain;"United Kingdom";0.002874;124
Spain;"United Kingdom";0.002874;125
France;Spain;0.0045642;125
Spain;"United Kingdom";0.002874;126
France;Spain;0.0045642;126
Spain;"United Kingdom";0.002874;127
France;Spain;0.0045642;127
France;Spain;0.0045642;128
Spain;"United Kingdom";0.002874;128
France;Spain;0.0045642;129
Spain;"United Kingdom";0.002874;129
France;Spain;0.0045642;130
Spain;"United Kingdom";0.002874;130
France;Spain;0.0045642;131
Spain;"United Kingdom";0.002874;131
France;Spain;0.0045642;132
Spain;"United Kingdom";0.002874;132
Spain;"United Kingdom";0.002874;133
France;Spain;0.0045642;133
Spain;"United Kingdom";0.002874;134
France;Spain;0.0045642;134
France;Spain;0.0045642;135
Spain;"United Kingdom";0.002874;135
France;Spain;0.0045642;136
Spain;"United Kingdom";0.002874;136
Spain;"United Kingdom";0.002874;137
France;Spain;0.0045642;137
France;Spain;0.0045642;138
Spain;"United Kingdom";0.002874;138
France;Spain;0.0045642;139
Spain;"United Kingdom";0.002874;139
Spain;"United Kingdom";0.002874;140
France;Spain;0.0045642;140
France;Spain;0.0045642;141
Spain;"United Kingdom";0.002874;141
France;Spain;0.0045642;142
Spain;"United Kingdom";0.002874;142
Spain;"United Kingdom";0.002874;143
France;Spain;0.0045642;143
Spain;"United Kingdom";0.002874;144
France;Spain;0.0045642;144
France;Spain;0.0045642;145
Spain;"United Kingdom";0.002874;145
France;Spain;0.0045642;146
Spain;"United Kingdom";0.002874;146
France;Spain;0.0045642;147
Spain;"United Kingdom";0.002874;147
Spain;"United Kingdom";0.002874;148
France;Spain;0.0045642;148
Spain;"United Kingdom";0.002874;149
France;Spain;0.0045642;149
France;Spain;0.0045642;150
Spain;"United Kingdom";0.002874;150
Spain;"United Kingdom";0.002874;151
France;Spain;0.0045642;151
Spain;"United Kingdom";0.002874;152
France;Spain;0.0045642;152
Spain;"United Kingdom";0.002874;153
France;Spain;0.0045642;153
France;Spain;0.0045642;154
Spain;"United Kingdom";0.002874;154
France;Spain;0.0045642;155
Spain;"United Kingdom";0.002874;155
France;Spain;0.0045642;156
Spain;"United Kingdom";0.002874;156
Spain;"United Kingdom";0.002874;157
France;Spain;0.0045642;157
Spain;"United Kingdom";0.002874;158
France;Spain;0.0045642;158
France;Spain;0.0045642;159
Spain;"United Kingdom";0.002874;159
Spain;"United Kingdom";0.002874;160
France;Spain;0.0045642;160
France;Spain;0.0045642;161
Spain;"United Kingdom";0.002874;161
France;Spain;0.0045642;162
Spain;"United Kingdom";0.002874;162
Spain;"United Kingdom";0.002874;163
France;Spain;0.0045642;163
Spain;"United Kingdom";0.002874;164
France;Spain;0.0045642;164
Spain;"United Kingdom";0.002874;165
France;Spain;0.0045642;165
France;Spain;0.0045642;166
Spain;"United Kingdom";0.002874;166
France;Spain;0.0045642;167
Spain;"United Kingdom";0.002874;167
Spain;"United Kingdom";0.002874;168
France;Spain;0.0045642;168
Spain;"United Kingdom";0.002874;169
France;Spain;0.0045642;169
Spain;"United Kingdom";0.002874;170
France;Spain;0.0045642;170
France;Spain;0.0045642;171
Spain;"United Kingdom";0.002874;171
France;Spain;0.0045642;172
Spain;"United Kingdom";0.002874;172
Spain;"United Kingdom";0.002874;173
France;Spain;0.0045642;173
France;Spain;0.0045642;174
Spain;"United Kingdom";0.002874;174
France;Spain;0.0045642;175
Spain;"United Kingdom";0.002874;175
Spain;"United Kingdom";0.002874;176
France;Spain;0.0045642;176
France;Spain;0.0045642;177
Spain;"United Kingdom";0.002874;177
Spain;"United Kingdom";0.002874;178
France;Spain;0.0045642;178
France;Spain;0.0045642;179
Spain;"United Kingdom";0.002874;179
France;Spain;0.0045642;180
Spain;"United Kingdom";0.002874;180
France;Spain;0.0045642;181
Spain;"United Kingdom";0.002874;181
France;Spain;0.0045642;182
Spain;"United Kingdom";0.002874;182
Spain;"United Kingdom";0.002874;183
France;Spain;0.0045642;183
France;Spain;0.0045642;184
Spain;"United Kingdom";0.002874;184
France;Spain;0.0045642;185
Spain;"United Kingdom";0.002874;185
France;Spain;0.0045642;186
Spain;"United Kingdom";0.002874;186
Spain;"United Kingdom";0.002874;187
France;Spain;0.0045642;187
Spain;"United Kingdom";0.002874;188
France;Spain;0.0045642;188
Spain;"United Kingdom";0.002874;189
France;Spain;0.0045642;189
Spain;"United Kingdom";0.002874;190
France;Spain;0.0045642;190
Spain;"United Kingdom";0.002874;191
France;Spain;0.0045642;191
Spain;"United Kingdom";0.002874;192
France;Spain;0.0045642;192
France;Spain;0.0045642;193
Spain;"United Kingdom";0.002874;193
France;Spain;0.0045642;194
Spain;"United Kingdom";0.002874;194
France;Spain;0.0045642;195
Spain;"United Kingdom";0.002874;195
Spain;"United Kingdom";0.002874;196
France;Spain;0.0045642;196
Spain;"United Kingdom";0.002874;197
France;Spain;0.0045642;197
France;Spain;0.0045642;198
Spain;"United Kingdom";0.002874;198
France;Spain;0.0045642;199
Spain;"United Kingdom";0.002874;199
France;Spain;0.0095642;200
Spain;"United Kingdom";0.01282406;200
France;Spain;0.0095642;201
Spain;"United Kingdom";0.01282406;201
Spain;"United Kingdom";0.01282406;202
France;Spain;0.0095642;202
France;Spain;0.0095642;203
Spain;"United Kingdom";0.01282406;203
France;Spain;0.0095642;204
Spain;"United Kingdom";0.01282406;204
France;Spain;0.0095642;205
Spain;"United Kingdom";0.01282406;205
France;Spain;0.0095642;206
Spain;"United Kingdom";0.01282406;206
France;Spain;0.0095642;207
Spain;"United Kingdom";0.01282406;207
Spain;"United Kingdom";0.01282406;208
France;Spain;0.0095642;208
Spain;"United Kingdom";0.01282406;209
France;Spain;0.0095642;209
Spain;"United Kingdom";0.01282406;210
France;Spain;0.0095642;210
France;Spain;0.0095642;211
Spain;"United Kingdom";0.01282406;211
France;Spain;0.0095642;212
Spain;"United Kingdom";0.01282406;212
Spain;"United Kingdom";0.01282406;213
France;Spain;0.0095642;213
France;Spain;0.0095642;214
Spain;"United Kingdom";0.01282406;214
Spain;"United Kingdom";0.01282406;215
France;Spain;0.0095642;215
Spain;"United Kingdom";0.01282406;216
France;Spain;0.0095642;216
Spain;"United Kingdom";0.01282406;217
France;Spain;0.0095642;217
Spain;"United Kingdom";0.01282406;218
France;Spain;0.0095642;218
France;Spain;0.0095642;219
Spain;"United Kingdom";0.01282406;219
Spain;"United Kingdom";0.01282406;220
France;Spain;0.0095642;220
Spain;"United Kingdom";0.01282406;221
France;Spain;0.0095642;221
Spain;"United Kingdom";0.01282406;222
France;Spain;0.0095642;222
France;Spain;0.0095642;223
Spain;"United Kingdom";0.01282406;223
France;Spain;0.0095642;224
Spain;"United Kingdom";0.01282406;224
Spain;"United Kingdom";0.01282406;225
France;Spain;0.0095642;225
France;Spain;0.0095642;226
Spain;"United Kingdom";0.01282406;226
France;Spain;0.0095642;227
Spain;"United Kingdom";0.01282406;227
Spain;"United Kingdom";0.01282406;228
France;Spain;0.0095642;228
Spain;"United Kingdom";0.01282406;229
France;Spain;0.0095642;229
France;Spain;0.0095642;230
Spain;"United Kingdom";0.01282406;230
Spain;"United Kingdom";0.01282406;231
France;Spain;0.0095642;231
France;Spain;0.0095642;232
Spain;"United Kingdom";0.01282406;232
Spain;"United Kingdom";0.01282406;233
France;Spain;0.0095642;233
Spain;"United Kingdom";0.01282406;234
France;Spain;0.0095642;234
Spain;"United Kingdom";0.01282406;235
France;Spain;0.0095642;235
France;Spain;0.0095642;236
Spain;"United Kingdom";0.01282406;236
Spain;"United Kingdom";0.01282406;237
France;Spain;0.0095642;237
France;Spain;0.0095642;238
Spain;"United Kingdom";0.01282406;238
France;Spain;0.0095642;239
Spain;"United Kingdom";0.01282406;239
France;Spain;0.0095642;240
Spain;"United Kingdom";0.01282406;240
France;Spain;0.0095642;241
Spain;"United Kingdom";0.01282406;241
France;Spain;0.0095642;242
Spain;"United Kingdom";0.01282406;242
France;Spain;0.0095642;243
Spain;"United Kingdom";0.01282406;243
France;Spain;0.0095642;244
Spain;"United Kingdom";0.01282406;244
France;Spain;0.0095642;245
Spain;"United Kingdom";0.01282406;245
France;Spain;0.0095642;246
Spain;"United Kingdom";0.01282406;246
France;Spain;0.0095642;247
Spain;"United Kingdom";0.01282406;247
Spain;"United Kingdom";0.01282406;248
France;Spain;0.0095642;248
France;Spain;0.0095642;249
Spain;"United Kingdom";0.01282406;249
Spain;"United Kingdom";0.01282406;250
France;Spain;0.0095642;250
France;Spain;0.0095642;251
Spain;"United Kingdom";0.01282406;251
Spain;"United Kingdom";0.01282406;252
France;Spain;0.0095642;252
France;Spain;0.0095642;253
Spain;"United Kingdom";0.01282406;253
Spain;"United Kingdom";0.01282406;254
France;Spain;0.0095642;254
France;Spain;0.0095642;255
Spain;"United Kingdom";0.01282406;255
France;Spain;0.0095642;256
Spain;"United Kingdom";0.01282406;256
France;Spain;0.0095642;257
Spain;"United Kingdom";0.01282406;257
Spain;"United Kingdom";0.01282406;258
France;Spain;0.019088009;258
France;Spain;0.019088009;259
Spain;"United Kingdom";0.01282406;259
Spain;"United Kingdom";0.4901716347589;260
France;Spain;0.02623087;260
France;Spain;0.02623087;261
Spain;"United Kingdom";0.4901716347589;261
Spain;"United Kingdom";0.4901716347589;262
France;Spain;0.02623087;262
Spain;"United Kingdom";0.4901716347589;263
France;Spain;0.02623087;263
France;Spain;0.02623087;264
Spain;"United Kingdom";0.4901716347589;264
France;Spain;0.02623087;265
Spain;"United Kingdom";0.4901716347589;265
Spain;"United Kingdom";0.4901716347589;266
France;Spain;0.02623087;266
Spain;"United Kingdom";0.4901716347589;267
France;Spain;0.02623087;267
Spain;"United Kingdom";0.4901716347589;268
France;Spain;0.02623087;268
France;Spain;0.02623087;269
Spain;"United Kingdom";0.4901716347589;269
Spain;"United Kingdom";0.4901716347589;270
France;Spain;0.02623087;270
France;Spain;0.02623087;271
Spain;"United Kingdom";0.49792357274337;271
France;Spain;0.02623087;272
Spain;"United Kingdom";0.49792357274337;272
France;Spain;0.02623087;273
Spain;"United Kingdom";0.49792357274337;273
France;Spain;0.02623087;274
Spain;"United Kingdom";0.49792357274337;274
Spain;"United Kingdom";0.49792357274337;275
France;Spain;0.0341048823;275
Italy;Spain;0.032787;276
Spain;"United Kingdom";0.49792357274337;276
France;Spain;0.0341048823;276
Spain;"United Kingdom";0.49792357274337;277
Italy;Spain;0.032787;277
France;Spain;0.0341048823;277
Spain;"United Kingdom";0.49792357274337;278
Italy;Spain;0.032787;278
France;Spain;0.0341048823;278
Italy;Spain;0.032787;279
France;Spain;0.0341048823;279
Spain;"United Kingdom";0.49792357274337;279
Spain;"United Kingdom";0.49792357274337;280
Italy;Spain;0.032787;280
France;Spain;0.0341048823;280
Spain;"United Kingdom";0.49792357274337;281
Italy;Spain;0.032787;281
France;Spain;0.0341048823;281
France;Spain;0.0341048823;282
Italy;Spain;0.032787;282
Spain;"United Kingdom";0.49792357274337;282
Italy;Spain;0.032787;283
France;Spain;0.0341048823;283
Spain;"United Kingdom";0.49792357274337;283
Italy;Portugal;0.056604;284
Italy;Spain;0.27807;284
Spain;Tunisia;0.018868;284
Spain;Spain;0.09434;284
Spain;"United Kingdom";1.142595358606774861692;284
Spain;Turkey;0.018868;284
Spain;Ukraine;0.037736;284
Libya;Spain;0.018868;284
Hungary;Spain;0.018868;284
Greece;Spain;0.037736;284
Greece;Portugal;0.018868;284
Latvia;Spain;0.075472;284
France;Portugal;0.075472;284
France;Spain;0.203916203043;284
Poland;Spain;0.037736;284
Netherlands;Spain;0.018868;284
Portugal;"United Kingdom";0.018868;284
Portugal;Spain;0.113208;284
Portugal;Turkey;0.113208;284
Luxembourg;Spain;0.056604;284
"Czech Republic";Spain;0.018868;284
Austria;Spain;0.075472;284
Slovakia;Spain;0.037736;284
Germany;Portugal;0.018868;284
Germany;Spain;0.1508658;284
Egypt;Portugal;0.018868;284
Portugal;Turkey;0.113208;285
Portugal;Spain;0.113208;285
Portugal;"United Kingdom";0.018868;285
Germany;Portugal;0.018868;285
Germany;Spain;0.1508658;285
"Czech Republic";Spain;0.018868;285
Austria;Spain;0.075472;285
Hungary;Spain;0.018868;285
Poland;Spain;0.037736;285
Latvia;Spain;0.075472;285
Spain;Turkey;0.018868;285
Spain;Ukraine;0.037736;285
Spain;Spain;0.09434;285
Spain;Tunisia;0.018868;285
Spain;"United Kingdom";1.142595358606774861692;285
Netherlands;Spain;0.018868;285
France;Portugal;0.075472;285
France;Spain;0.203916203043;285
Libya;Spain;0.018868;285
Slovakia;Spain;0.037736;285
Italy;Portugal;0.056604;285
Italy;Spain;0.27807;285
Greece;Portugal;0.018868;285
Greece;Spain;0.037736;285
Egypt;Portugal;0.018868;285
Luxembourg;Spain;0.056604;285
Egypt;Portugal;0.018868;286
France;Spain;0.203916203043;286
France;Portugal;0.075472;286
Latvia;Spain;0.075472;286
Italy;Portugal;0.056604;286
Italy;Spain;0.27807;286
Libya;Spain;0.018868;286
Poland;Spain;0.037736;286
Austria;Spain;0.075472;286
Netherlands;Spain;0.018868;286
Luxembourg;Spain;0.056604;286
Slovakia;Spain;0.037736;286
Greece;Spain;0.037736;286
Greece;Portugal;0.018868;286
Portugal;Turkey;0.113208;286
Portugal;"United Kingdom";0.018868;286
Portugal;Spain;0.113208;286
"Czech Republic";Spain;0.018868;286
Hungary;Spain;0.018868;286
Spain;Tunisia;0.018868;286
Spain;Ukraine;0.037736;286
Spain;Turkey;0.018868;286
Spain;"United Kingdom";1.142595358606774861692;286
Spain;Spain;0.09434;286
Germany;Portugal;0.018868;286
Germany;Spain;0.1508658;286
Spain;"United Kingdom";1.142595358606774861692;287
Spain;Turkey;0.018868;287
Spain;Spain;0.09434;287
Spain;Ukraine;0.037736;287
Spain;Tunisia;0.018868;287
Portugal;Turkey;0.113208;287
Portugal;Spain;0.113208;287
Portugal;"United Kingdom";0.018868;287
Germany;Portugal;0.018868;287
Germany;Spain;0.1508658;287
Slovakia;Spain;0.037736;287
Libya;Spain;0.018868;287
"Czech Republic";Spain;0.018868;287
Italy;Spain;0.27807;287
Italy;Portugal;0.056604;287
Luxembourg;Spain;0.056604;287
Austria;Spain;0.075472;287
Latvia;Spain;0.075472;287
Greece;Portugal;0.018868;287
Greece;Spain;0.037736;287
Poland;Spain;0.037736;287
Netherlands;Spain;0.018868;287
Egypt;Portugal;0.018868;287
France;Portugal;0.075472;287
France;Spain;0.203916203043;287
Hungary;Spain;0.018868;287
Spain;Tunisia;0.018868;288
Spain;Turkey;0.018868;288
Spain;Spain;0.09434;288
Spain;Ukraine;0.037736;288
Spain;"United Kingdom";1.142595358606774861692;288
Poland;Spain;0.037736;288
France;Portugal;0.075472;288
France;Spain;0.203916203043;288
Portugal;Spain;0.113208;288
Portugal;"United Kingdom";0.018868;288
Portugal;Turkey;0.113208;288
"Czech Republic";Spain;0.018868;288
Libya;Spain;0.018868;288
Italy;Spain;0.27807;288
Italy;Portugal;0.056604;288
Germany;Spain;0.1508658;288
Germany;Portugal;0.018868;288
Luxembourg;Spain;0.056604;288
Hungary;Spain;0.018868;288
Austria;Spain;0.075472;288
Egypt;Portugal;0.018868;288
Netherlands;Spain;0.018868;288
Slovakia;Spain;0.037736;288
Latvia;Spain;0.075472;288
Greece;Spain;0.037736;288
Greece;Portugal;0.018868;288
Hungary;Spain;0.018868;289
Germany;Portugal;0.018868;289
Germany;Spain;0.1508658;289
Portugal;Spain;0.113208;289
Portugal;Turkey;0.113208;289
Portugal;"United Kingdom";0.018868;289
Greece;Spain;0.037736;289
Greece;Portugal;0.018868;289
Slovakia;Spain;0.037736;289
Luxembourg;Spain;0.056604;289
Netherlands;Spain;0.018868;289
Latvia;Spain;0.075472;289
Spain;Ukraine;0.037736;289
Spain;"United Kingdom";1.142595358606774861692;289
Spain;Spain;0.09434;289
Spain;Turkey;0.018868;289
Spain;Tunisia;0.018868;289
Libya;Spain;0.018868;289
Egypt;Portugal;0.018868;289
"Czech Republic";Spain;0.018868;289
Austria;Spain;0.075472;289
Italy;Portugal;0.056604;289
Italy;Spain;0.27807;289
France;Spain;0.203916203043;289
France;Portugal;0.075472;289
Poland;Spain;0.037736;289
Spain;Tunisia;0.018868;290
Spain;"United Kingdom";1.142595358606774861692;290
Spain;Ukraine;0.037736;290
Spain;Turkey;0.018868;290
Spain;Spain;0.09434;290
Greece;Spain;0.037736;290
Greece;Portugal;0.018868;290
Italy;Spain;0.27807;290
Italy;Portugal;0.056604;290
Slovakia;Spain;0.037736;290
Austria;Spain;0.075472;290
Latvia;Spain;0.075472;290
Libya;Spain;0.018868;290
Poland;Spain;0.037736;290
Germany;Spain;0.1508658;290
Germany;Portugal;0.018868;290
Portugal;"United Kingdom";0.018868;290
Portugal;Turkey;0.113208;290
Portugal;Spain;0.113208;290
Egypt;Portugal;0.018868;290
Hungary;Spain;0.018868;290
Netherlands;Spain;0.018868;290
France;Portugal;0.075472;290
France;Spain;0.203916203043;290
Luxembourg;Spain;0.056604;290
"Czech Republic";Spain;0.018868;290
France;Portugal;0.075472;291
France;Spain;0.203916203043;291
Poland;Spain;0.037736;291
Spain;Turkey;0.018868;291
Spain;"United Kingdom";1.142595358606774861692;291
Spain;Ukraine;0.037736;291
Spain;Tunisia;0.018868;291
Spain;Spain;0.09434;291
Egypt;Portugal;0.018868;291
Luxembourg;Spain;0.056604;291
Italy;Portugal;0.056604;291
Italy;Spain;0.27807;291
Libya;Spain;0.018868;291
Germany;Spain;0.1508658;291
Germany;Portugal;0.018868;291
Greece;Spain;0.037736;291
Greece;Portugal;0.018868;291
Portugal;Spain;0.113208;291
Portugal;Turkey;0.113208;291
Portugal;"United Kingdom";0.018868;291
Latvia;Spain;0.075472;291
Netherlands;Spain;0.018868;291
Slovakia;Spain;0.037736;291
"Czech Republic";Spain;0.018868;291
Austria;Spain;0.075472;291
Hungary;Spain;0.018868;291
Germany;Spain;0.1508658;292
Germany;Portugal;0.018868;292
Greece;Portugal;0.018868;292
Greece;Spain;0.037736;292
Portugal;Spain;0.113208;292
Portugal;"United Kingdom";0.018868;292
Portugal;Turkey;0.113208;292
Netherlands;Spain;0.018868;292
Slovakia;Spain;0.037736;292
Luxembourg;Spain;0.056604;292
Austria;Spain;0.075472;292
Hungary;Spain;0.018868;292
Italy;Spain;0.27807;292
Italy;Portugal;0.056604;292
France;Spain;0.203916203043;292
France;Portugal;0.075472;292
"Czech Republic";Spain;0.018868;292
Latvia;Spain;0.075472;292
Egypt;Portugal;0.018868;292
Libya;Spain;0.018868;292
Spain;Ukraine;0.037736;292
Spain;"United Kingdom";1.142595358606774861692;292
Spain;Tunisia;0.018868;292
Spain;Turkey;0.018868;292
Spain;Spain;0.09434;292
Poland;Spain;0.037736;292
Luxembourg;Spain;0.056604;293
Latvia;Spain;0.075472;293
Slovakia;Spain;0.037736;293
